,WT1,WT2,ALE1,ALE3,ALE4,ALE5,ALE6,ALE7,ALE8,ALE9,ALE10
b0737,983395.0,976036.0,227.592,83.6471,128.368,158.019,181.347,98.9397,87.8599,66.3013,87.6405
b0738,555851.0,410766.0,138.282,40.9438,87.5597,79.9864,92.4602,62.2228,42.0475,43.5878,35.6528
b0739,453224.0,435047.0,99.4245,45.8468,94.265,109.773,91.3432,68.6414,41.4787,59.5078,41.5765
b0740,3708970.0,3852830.0,607.352,349.885,451.93,435.48,390.32599999999996,416.80800000000005,317.118,370.781,354.537
b0741,19643700.0,19049200.0,3900.42,2669.57,3946.09,2855.83,2700.69,2435.41,3623.04,2632.47,2584.47
b0742,4808240.0,5562610.0,680.0,204.18599999999998,547.933,606.4780000000001,633.5,555.185,242.32299999999998,340.49300000000005,263.72700000000003
b0750,1297210.0,1161570.0,123.211,295.704,237.40099999999998,215.35,163.266,149.042,435.61199999999997,312.796,248.46099999999998
b0751,730751.0,889506.0,81.4174,231.86,99.8423,130.928,83.2176,117.304,219.946,144.191,164.738
b0752,223114.0,249029.0,15.2564,141.03799999999998,31.7858,17.1068,17.2858,36.2081,130.36700000000002,76.2716,102.73299999999999
b0753,512457.0,316760.0,9.95324,15.0854,9.67865,12.6961,3.30849,6.50178,16.3298,13.4963,23.166
b0754,9143990.0,9704860.0,840.19,1497.68,1330.47,1049.76,1046.92,1328.75,1401.24,1327.8,1246.28
b0755,7692830.0,6945640.0,1587.22,2476.6,1964.94,1587.45,1226.87,1556.71,1960.69,1750.23,1771.65
b0756,2071890.0,2264350.0,240.06,283.84,261.312,266.665,143.56,305.067,365.01,229.642,265.024
b0757,520802.0,670420.0,73.2326,79.5218,58.1431,93.7941,36.3552,88.1372,83.6453,69.0344,86.9025
b0758,300038.0,333417.0,67.7352,64.1547,56.5924,98.3764,41.5306,86.117,48.8722,64.8619,75.2954
b0759,584957.0,606608.0,117.719,95.5013,84.3936,121.654,71.8771,137.517,87.1677,119.376,108.925
b0760,1012470.0,909029.0,97.4699,45.8377,118.755,118.956,93.1211,68.1302,62.3601,69.4059,38.5642
b0761,430881.0,338915.0,34.4717,90.0774,56.9385,42.9079,36.8568,61.0906,98.2285,68.0275,70.6766
b0762,10047400.0,5360560.0,699.4,1639.35,795.915,891.2539999999999,971.933,0.0,862.9119999999999,1235.36,1447.72
b0763,3094090.0,1706110.0,47.6836,133.415,95.1892,63.2948,61.7045,101.564,163.339,85.4666,200.919
b0764,860765.0,669410.0,17.6276,25.4074,29.0289,21.8389,15.593,35.8251,62.6654,25.3715,53.1761
b0765,354441.0,298313.0,16.337,12.4252,20.4894,11.9338,9.93467,17.7609,40.2444,10.1642,13.5248
b0766,260560.0,309521.0,85.9207,41.4337,62.3724,61.3521,57.3589,78.7682,40.2639,47.3757,41.8128
b0767,1225320.0,1395350.0,126.102,265.07,180.782,126.069,107.102,143.384,260.758,189.03599999999997,171.74
b0768,26850.5,32152.4,0.617949,1.42539,1.1987700000000001,0.912977,0.6250180000000001,1.70829,1.2712,1.51447,1.4119899999999999
b0769,1839.47,8227.94,0.296363,0.22750700000000001,0.9172520000000001,0.437037,0.149368,0.0,0.17393699999999998,0.34120500000000004,0.965959
b0770,6419.28,2882.7,0.10348099999999999,0.7855409999999999,0.313931,0.45180600000000004,0.101857,1.08398,0.9619530000000001,0.470729,0.600763
b0771,15501.6,16593.1,2.4376599999999997,2.16056,1.58302,2.51685,1.08406,2.19855,1.5112700000000001,2.0034,1.55752
b0772,945680.0,1434540.0,329.61699999999996,117.36,188.90599999999998,257.914,141.822,349.454,156.59,137.673,107.382
b0773,611846.0,534174.0,106.35,114.178,108.005,84.3651,71.8008,56.7317,75.4634,73.4788,98.0142
b0774,131887.0,110513.0,52.9091,46.9698,88.3954,59.0442,54.0671,64.5081,15.11,46.2592,64.5426
b0775,262949.0,341946.0,81.1218,42.6913,162.418,174.674,87.9251,157.907,20.4645,55.9829,59.0793
b0776,202763.0,239968.0,69.86399999999999,33.5178,106.34899999999999,102.949,54.8407,42.3271,13.9828,41.2654,45.723
b0777,149901.0,218944.0,58.3107,31.8167,94.8452,74.8099,47.4114,32.0544,21.8785,36.2506,39.4406
b0778,176241.0,223584.0,50.0101,94.8344,141.446,109.626,59.6476,77.095,47.1698,76.5181,111.787
b0779,357270.0,433817.0,55.7806,146.31,60.9111,52.4172,39.0787,65.812,166.226,88.6162,108.117
b0780,195727.0,264921.0,47.1073,68.7471,41.653,32.4002,26.6565,31.1205,51.266999999999996,50.6646,54.2832
b0781,386343.0,573245.0,143.463,341.04900000000004,157.875,139.078,119.12299999999999,162.363,418.05199999999996,294.615,359.13
b0782,528104.0,677618.0,122.289,173.275,198.94799999999998,165.24200000000002,98.2045,137.328,326.42,186.47400000000002,179.27900000000002
b0783,521928.0,649228.0,151.026,151.517,171.385,175.247,118.976,140.18200000000002,296.524,155.148,175.43599999999998
b0784,98375.2,80577.9,38.4501,10.2891,4.8247800000000005,17.4673,10.4732,0.0,55.0016,18.4583,31.6465
b0785,323445.0,634628.0,98.7137,83.3713,137.672,107.611,99.8199,76.3268,171.64,112.664,107.62
b0786,1049440.0,1116400.0,61.4322,277.682,117.625,85.4615,84.3187,136.583,312.249,247.97400000000002,220.09099999999998
b0787,50852.0,36497.1,0.962773,1.51342,0.388734,1.0948799999999999,0.766023,0.0,2.02022,2.4173400000000003,2.88735
b0788,72260.9,96812.5,1.6628,0.512926,2.59443,1.23266,0.677044,0.0,1.17593,1.73163,1.0886
b0789,193839.0,196893.0,6.34566,2.9781299999999997,6.34574,6.60712,1.81951,1.30328,6.834980000000001,3.9753800000000004,3.71587
b0790,252787.0,296135.0,9.509210000000001,8.30119,6.01625,8.6666,3.24845,7.91109,8.97476,7.66564,7.187689999999999
b0791,169826.0,95404.3,55.5362,21.289,35.7008,67.9266,27.6639,106.191,27.3647,32.6138,21.8725
b0792,102256.0,114435.0,20.3864,2.9949,7.1033,8.01023,8.12611,8.356810000000001,4.41678,4.89161,4.63282
b0793,121283.0,122574.0,23.6149,5.40069,13.5751,9.77065,8.425310000000001,4.41193,7.466260000000001,9.34295,9.526810000000001
b0794,259833.0,236341.0,59.8397,26.6032,30.241,28.015,16.3399,18.4154,35.914,25.2981,22.5057
b0795,323345.0,267123.0,78.6071,47.6154,34.5929,30.3471,23.3515,18.3943,67.4052,60.0403,40.6337
b0796,340502.0,298021.0,94.9571,91.1003,50.1939,43.7806,29.6745,60.3679,97.7381,106.334,88.5767
b0797,402012.0,402323.0,114.16799999999999,22.3023,56.1029,50.5883,60.4185,59.4182,18.2131,33.4784,34.0105
b0798,52175.5,45584.5,4.18896,3.4489099999999997,5.90209,4.02611,3.9478,9.7046,18.8597,10.6803,4.95726
b0799,118692.0,94969.5,15.8419,35.9428,18.2206,12.7331,15.6106,22.3004,41.6044,31.5428,32.7968
b0800,817521.0,910550.0,96.37200000000001,222.63400000000001,142.304,80.7088,75.5387,69.2237,276.31,161.579,173.77599999999998
b0801,2262360.0,2517190.0,262.535,481.597,400.44599999999997,272.764,226.263,120.09299999999999,394.87199999999996,432.767,387.695
b0802,629769.0,386209.0,43.9618,107.348,87.0978,48.5548,46.4178,0.0,77.6079,94.2548,143.363
b0803,225809.0,216856.0,6.678310000000001,34.2192,34.7057,31.8537,12.4822,0.0,28.109,24.2091,18.7706
b0804,112153.0,166801.0,3.8667599999999998,14.6525,21.8255,24.7542,3.03761,1.60615,2.4826200000000003,7.0396600000000005,7.93549
b0805,415144.0,631216.0,8.416030000000001,126.744,137.515,167.18900000000002,8.70273,12.7413,7.33771,8.41967,64.6769
b0806,170208.0,175550.0,5.67249,50.8492,22.7212,11.4247,5.46092,0.0,47.4271,20.5844,17.7722
b0807,255458.0,270673.0,73.4734,29.3794,54.6516,57.5278,69.7615,30.237,43.6717,23.9486,30.7197
b0808,67036.6,69306.6,1.65357,2.58144,1.70632,2.19579,0.551837,1.91957,3.36922,2.79035,1.8290799999999998
b0809,1126930.0,1283060.0,565.404,123.441,371.765,230.926,378.68800000000005,522.0269999999999,122.815,251.5,181.763
b0810,1169600.0,1422990.0,371.777,57.9559,246.112,133.195,287.298,370.675,82.5509,194.898,138.22
b0811,2523400.0,2523650.0,608.7819999999999,556.225,594.565,490.96,655.3919999999999,866.28,662.539,598.467,598.946
b0812,13624700.0,11511500.0,182.112,219.517,145.327,217.644,41.4128,219.002,351.189,228.418,476.67900000000003
b0813,81494.4,73191.0,12.3952,13.5497,7.44902,10.5906,8.61022,12.4718,10.135,9.42787,13.7759
b0814,27108300.0,22110400.0,3567.45,4448.51,2462.83,2871.74,2680.76,2914.82,3947.96,3709.1,6523.29
b0815,88350.5,108311.0,17.7591,4.7616,9.215110000000001,10.1979,22.2682,10.5384,5.4679199999999994,4.87667,6.54637
b0816,15713.8,32546.9,1.2977100000000001,7.63277,3.32859,2.56262,4.78226,0.0,1.9401599999999999,4.87324,2.13469
b0817,356363.0,298822.0,73.4878,59.0156,68.9174,78.042,76.6542,52.5412,45.9093,50.1058,49.8811
b0818,85559.2,95763.7,12.6836,9.50038,6.583089999999999,6.89128,13.4055,2.9946900000000003,6.6194,6.72662,5.73775
b0819,2380300.0,2402170.0,323.08099999999996,328.028,349.026,295.758,358.278,323.969,312.772,282.11400000000003,330.902
b0820,836862.0,831573.0,168.10299999999998,123.696,204.58700000000002,126.37899999999999,167.253,110.839,130.16899999999998,127.221,95.7277
b0821,189584.0,242431.0,68.6304,27.4717,33.9135,66.1429,36.1345,29.2362,22.1312,31.1513,30.3709
b0822,480759.0,394976.0,59.7758,112.60799999999999,58.5104,70.4627,76.3832,69.7609,101.391,71.0576,91.1253
b0823,10746.6,7268.33,2.0800400000000003,4.4235,1.8898599999999999,2.0744700000000003,1.2773700000000001,1.15593,5.78158,3.01775,3.7245699999999995
b0824,4293.4,0.0,0.8643930000000001,1.8696,0.5411050000000001,1.54092,0.176612,0.0,7.142580000000001,1.70345,2.26714
b0825,42931.1,51169.9,4.78158,39.5062,11.7218,6.899960000000001,5.7170000000000005,15.0411,26.5912,15.9637,27.2508
b0826,204749.0,289708.0,72.4586,77.0558,61.1793,43.952,55.0886,54.1254,107.34899999999999,80.2057,70.0
b0827,234528.0,305522.0,73.9998,171.675,78.4789,64.1219,66.2615,95.0892,157.399,145.42,152.041
b0828,1416580.0,1463300.0,320.904,404.74199999999996,442.094,317.416,290.046,584.4,398.22,683.7869999999999,388.468
b0829,762883.0,804795.0,140.099,170.949,161.389,127.69200000000001,138.234,147.60399999999998,276.315,230.986,164.011
b0830,619859.0,700382.0,68.2142,54.1414,103.542,96.4103,90.8385,126.065,107.935,95.4588,59.7298
b0831,263997.0,345237.0,39.7317,19.9295,46.6641,41.1781,36.8789,24.6177,21.1944,35.3653,23.5461
b0832,76658.8,136818.0,18.3433,6.5456199999999995,19.0766,12.8524,20.4001,14.9853,8.7516,13.4054,8.68108
b0833,170398.0,104825.0,7.560919999999999,0.721039,12.1451,8.623460000000001,19.1138,6.6173399999999996,1.31199,1.48371,0.45982700000000004
b0834,186257.0,113106.0,6.2075,0.515265,10.8305,4.776590000000001,15.0719,9.55073,0.39427399999999996,1.2224899999999999,1.45928
b0835,600944.0,622112.0,119.041,39.0925,104.119,91.8246,122.139,108.35600000000001,17.3943,56.1271,55.6737
b0836,306220.0,296077.0,35.5738,999.7739999999999,111.661,133.196,8.92501,151.803,1775.46,399.91,666.446
b0837,54932.0,44189.7,1.5213299999999998,10.3788,1.0653700000000002,3.05032,0.832033,0.7514029999999999,6.6410800000000005,4.60506,6.74597
b0838,573810.0,515792.0,90.2838,126.295,83.2735,94.3219,71.1756,124.03,99.6958,88.5268,108.553
b0839,765409.0,732525.0,54.5834,164.575,62.3037,78.311,32.4318,97.8578,221.6,95.0819,138.895
b0840,544062.0,604446.0,51.345,99.456,76.5165,87.4732,55.5405,80.9472,109.336,85.4325,96.0069
b0841,286199.0,353493.0,40.8043,16.6812,16.877,20.8887,20.2866,26.4354,26.1524,11.4524,24.5182
b0842,125232.0,126658.0,25.9669,8.449160000000001,5.46093,18.194000000000003,10.0365,11.184000000000001,5.31452,5.62836,13.1588
b0843,277894.0,188256.0,56.7442,45.6205,54.9217,26.1149,72.4529,25.0438,47.9708,58.9921,38.2992
b0844,385111.0,277324.0,19.8577,41.321000000000005,42.7576,31.283,34.0884,36.654,53.9465,43.7004,33.4528
b0845,89067.3,152319.0,17.8794,31.5269,24.6921,18.4459,19.4394,8.1014,26.7634,20.3866,22.7801
b0846,133330.0,126874.0,12.8554,19.0944,20.1317,20.2043,14.1889,30.3634,20.6829,17.4516,17.3842
b0847,356335.0,366969.0,37.2678,22.561999999999998,13.3762,26.4834,13.6327,29.3004,18.2736,15.5749,34.031
b0848,63012.3,25350.7,6.31065,53.675,6.16284,7.53189,1.68694,33.4372,35.6911,35.7626,72.952
b0849,559990.0,270352.0,46.8154,52.7515,43.5966,65.2756,54.3523,0.0,33.5531,26.9852,39.3307
b0850,108606.0,269150.0,35.4204,82.2689,76.8602,61.2223,33.9656,0.0,70.6526,51.62,101.84200000000001
b0851,379567.0,444011.0,53.5098,73.9903,48.8562,86.7766,37.5931,56.0856,48.2185,66.5078,83.5511
b0852,217290.0,192879.0,65.1696,26.7952,37.8201,42.7762,29.2749,23.3165,23.4252,26.0167,30.5974
b0853,638448.0,667718.0,140.518,184.658,118.579,111.801,99.1053,116.801,164.30700000000002,115.809,144.787
b0854,1115920.0,1002220.0,134.858,39.9521,116.946,227.084,89.8888,152.339,21.6138,61.1789,51.6185
b0855,341950.0,399779.0,98.8025,11.6323,52.0032,84.1472,40.7676,69.1202,6.6719800000000005,30.9096,18.6126
b0856,111916.0,104120.0,28.0421,4.89225,9.63899,19.3068,8.32845,26.1954,7.2804199999999994,8.59628,9.5085
b0857,137081.0,176786.0,45.8889,18.6444,18.0493,31.8377,13.8048,16.7737,13.5495,15.8032,15.4382
b0858,143321.0,162221.0,30.0025,20.2615,12.2574,11.165,17.3474,9.415289999999999,24.6254,18.6152,18.5608
b0859,86448.3,92975.0,19.5293,7.317310000000001,15.5576,15.2533,17.3744,17.0339,12.1511,5.0936900000000005,6.03718
b0860,2530270.0,2133650.0,915.807,851.222,1096.57,1224.66,1602.17,2079.11,613.174,1154.83,893.572
b0861,443697.0,400912.0,154.316,43.1465,90.3618,82.9234,93.8687,95.3854,14.8651,74.8845,46.9458
b0862,565214.0,620404.0,190.53900000000002,39.4956,94.2711,76.5527,120.277,115.21700000000001,22.6674,100.65,50.235
b0863,1499630.0,1484560.0,346.42699999999996,248.166,294.668,257.619,288.39599999999996,414.13199999999995,209.68900000000002,319.848,224.71
b0864,922676.0,765582.0,343.605,30.1409,186.304,181.12400000000002,252.521,185.798,39.82,79.0048,43.9505
b0865,1367680.0,1317940.0,97.7384,110.50299999999999,102.046,92.9076,46.6181,66.3716,162.36700000000002,108.057,93.7494
b0866,465684.0,525797.0,59.6306,203.196,95.6538,81.4953,47.5836,63.3947,169.49400000000003,117.05799999999999,121.98700000000001
b0867,558356.0,575093.0,52.2785,115.15299999999999,64.8966,51.8707,43.8947,50.5746,152.351,109.23100000000001,112.991
b0868,269462.0,408696.0,84.03,12.1606,46.2082,67.1245,49.0963,48.8888,16.951,14.2174,12.0462
b0869,344894.0,384305.0,46.36600000000001,12.4419,46.5775,47.8579,25.8345,23.9105,18.5627,26.4844,16.0594
b0870,833751.0,914142.0,98.6119,99.2298,128.305,123.023,77.1085,138.68200000000002,92.4975,117.81299999999999,83.6344
b0871,651383.0,684239.0,13.8463,9.69593,18.2872,14.9076,6.33556,9.97445,13.2854,13.3248,9.86811
b0872,14234.4,0.0,2.4567,67.9082,2.55251,2.18379,0.665957,5.48874,57.4935,23.5776,43.7208
b0873,6563.58,0.0,1.9401599999999999,19.7408,2.52453,2.0444,0.947241,4.09245,18.995,12.4843,16.8353
b0874,480899.0,543744.0,48.0475,11.9294,39.3956,49.6328,57.7116,60.1075,8.477689999999999,18.738,28.7272
b0875,117579.0,120034.0,7.71731,8.2354,4.8436,14.0018,1.06135,10.741,5.68235,7.6657,13.1329
b0876,148174.0,187404.0,25.0325,31.3489,21.5671,31.8116,9.94696,37.123000000000005,29.3923,28.4462,39.516
b0877,1267660.0,1051110.0,154.97299999999998,568.578,305.884,107.488,376.43699999999995,257.045,838.047,433.67699999999996,526.445
b0878,279810.0,378494.0,30.0117,53.5887,51.1377,34.7736,30.7852,30.0561,56.2062,63.7562,47.4017
b0879,96743.5,124309.0,16.337,14.9718,22.0333,14.9701,13.5498,8.22563,11.7217,14.9005,10.5124
b0880,5015420.0,3317860.0,162.7,624.549,399.89099999999996,532.61,183.132,0.0,1279.26,481.38,413.724
b0881,959905.0,1230040.0,54.7254,212.64700000000002,64.2379,67.69,78.0437,159.115,222.82299999999998,143.99,196.85299999999998
b0882,2199380.0,2591850.0,154.52700000000002,833.6360000000001,234.053,194.98,170.919,161.463,939.939,361.036,554.1569999999999
b0884,16444300.0,11545500.0,4742.54,1124.33,2039.29,2917.1,5097.3,0.0,678.199,1086.6,1033.06
b0885,459321.0,448584.0,61.1875,36.5878,53.0699,42.7307,47.104,33.0201,47.5864,44.1518,38.3689
b0886,408678.0,387891.0,52.5818,60.3526,70.4674,39.878,54.9341,45.0072,70.9759,76.5973,67.4253
b0887,234630.0,241066.0,34.2299,31.4105,47.7387,29.0155,29.8875,27.6903,45.9271,53.2346,32.3235
b0888,2380010.0,2694120.0,598.737,515.748,545.378,585.137,505.032,498.945,415.264,531.211,540.8
b0889,6460010.0,5641670.0,632.101,1139.22,1233.08,983.94,1017.86,1078.78,1157.02,1323.35,1097.15
b0890,772516.0,807451.0,141.54399999999998,88.4146,138.756,125.506,103.258,110.738,122.36200000000001,122.801,92.7392
b0891,754107.0,957814.0,117.745,153.9,105.354,108.9,97.5833,140.165,194.78900000000002,144.80700000000002,147.076
b0892,449312.0,468403.0,86.685,69.3246,70.8952,67.7771,57.0484,64.1358,86.2518,54.7315,65.8861
b0893,4469270.0,4591960.0,660.237,1555.32,854.455,663.346,623.182,1027.8,1920.22,1151.49,1583.96
b0894,54874.7,56234.5,11.3224,272.616,15.7206,15.6814,5.79977,27.0128,563.0369999999999,135.975,249.93599999999998
b0895,47268.7,40148.8,8.77158,22.3593,5.32416,3.60345,5.43198,1.90238,139.81,14.9012,22.4948
b0896,53873.2,20879.9,6.97801,14.6266,7.432110000000001,4.22235,4.46968,6.49799,30.6098,7.57574,12.0402
b0897,1104850.0,952837.0,12.0378,5.0153300000000005,6.15088,17.1895,5.61913,7.404789999999999,11.1159,7.72036,7.339910000000001
b0898,348307.0,380709.0,62.9426,23.3046,23.2161,25.9013,32.6128,44.0686,21.5758,18.9251,18.4918
b0899,21877.6,17337.1,0.726089,0.15749200000000002,0.786782,1.8116599999999998,0.510564,1.08684,0.723222,0.9437639999999999,0.9367989999999999
b0900,136349.0,137367.0,4.07319,4.93007,2.22149,8.16591,2.53871,11.0428,5.022069999999999,4.11072,10.229
b0901,3870.71,12800.9,0.622365,2.4910200000000002,1.5595,2.41089,0.6876439999999999,4.148630000000001,0.379335,1.12555,1.6878099999999998
b0902,669562.0,572588.0,128.403,110.68799999999999,134.812,114.681,116.008,158.736,235.542,160.138,91.5866
b0903,7530150.0,8690020.0,1429.67,1776.1,1101.32,1505.59,1015.66,1445.98,3014.59,1880.93,1830.76
b0904,408768.0,602832.0,106.726,455.509,198.972,174.43099999999998,36.6911,308.649,570.203,380.277,521.203
b0905,698391.0,731644.0,227.855,108.62200000000001,226.90400000000002,197.235,193.07299999999998,247.704,38.7841,176.07299999999998,135.173
b0906,84024.2,103467.0,4.0060199999999995,11.0477,5.6872,4.94998,1.86955,1.54593,9.327589999999999,9.34448,7.5263800000000005
b0907,14560000.0,14767600.0,1071.48,749.743,1664.99,1279.53,1117.46,1247.68,647.889,1054.72,780.4630000000001
b0908,3438840.0,3989910.0,382.342,220.945,547.003,408.579,454.80800000000005,363.80699999999996,189.167,308.658,249.493
b0909,87480.5,78982.1,12.7616,6.19268,12.6693,8.61991,18.688,9.17095,7.876869999999999,7.88298,6.12812
b0910,886698.0,884076.0,288.653,53.4581,99.8265,121.434,125.598,79.0754,56.0863,46.2416,59.9697
b0911,17089800.0,19258000.0,6214.19,1814.95,4234.02,4457.8,4470.34,5624.85,890.919,2545.13,2334.64
b0912,6627780.0,6444150.0,873.8610000000001,2689.44,1543.3,972.7810000000001,1147.5,275.482,2686.37,1760.62,2025.3
b0913,23993.0,18313.6,2.55899,4.1272400000000005,2.6034900000000003,2.78245,1.2628700000000002,1.2544,4.67095,3.15865,3.58905
b0914,751991.0,755660.0,133.678,101.709,139.30700000000002,89.8605,126.698,86.6462,106.429,95.8628,95.0674
b0915,347995.0,455375.0,93.3773,31.3249,81.9903,52.858999999999995,83.5239,19.6034,32.991,56.7997,39.9975
b0916,58034.2,71887.2,8.49155,9.57571,7.5323199999999995,5.94458,5.875,3.94728,10.0545,8.72396,7.8155399999999995
b0917,921008.0,1725190.0,200.299,380.88300000000004,162.675,200.32299999999998,142.626,0.0,405.35,272.616,240.21599999999998
b0918,1057290.0,1102140.0,215.104,240.61599999999999,192.606,131.905,198.003,253.34599999999998,273.368,231.803,199.398
b0919,116735.0,132668.0,15.0039,463.968,37.1943,22.0726,15.3941,59.6786,573.9830000000001,230.597,391.649
b0920,138645.0,148208.0,9.013539999999999,11.0582,9.92934,15.1734,14.8072,13.9676,11.2541,12.3337,14.0707
b0921,525394.0,519620.0,88.6185,142.942,94.1642,89.1368,82.77,92.8206,144.553,131.278,135.888
b0922,261839.0,303175.0,70.7937,77.1857,52.5475,51.6661,47.7105,14.4095,71.877,49.7444,69.6865
b0923,682532.0,876591.0,154.928,90.7642,120.46,136.344,109.63,117.249,129.407,104.677,84.3577
b0924,702397.0,792402.0,182.365,116.068,152.642,138.477,124.46600000000001,167.218,104.83200000000001,149.444,134.404
b0925,513267.0,464421.0,30.0047,125.57,39.7434,31.8603,24.9036,31.8157,151.45,88.4116,107.64399999999999
b0926,3738990.0,3362200.0,167.69299999999998,327.892,261.39799999999997,211.731,236.275,197.84099999999998,343.782,295.793,300.48400000000004
b0927,1757800.0,1808430.0,242.487,211.136,231.535,188.03400000000002,204.71599999999998,184.63099999999997,234.417,205.74200000000002,183.532
b0928,4225170.0,6183220.0,591.72,696.438,689.15,654.799,752.878,1134.2,964.508,825.595,553.169
b0929,52609600.0,51142000.0,7948.69,6954.39,14285.0,8887.36,10889.1,5171.75,7798.03,9532.16,7133.81
b0930,5128370.0,5131630.0,924.436,440.879,952.2760000000001,826.927,1010.66,923.1519999999999,426.486,446.721,522.495
b0931,2469110.0,2327880.0,366.63300000000004,308.07099999999997,392.26099999999997,296.728,381.736,224.937,317.46,233.429,311.877
b0932,638382.0,721369.0,86.6489,112.92299999999999,75.8499,76.1538,57.6968,94.0961,129.269,107.03,105.139
b0933,21759.9,21159.3,4.81628,5.13318,4.5497,3.6273400000000002,3.44121,3.90559,5.4847,5.91282,4.49921
b0934,5229.19,5815.59,0.841844,0.984822,1.67563,1.26481,0.658524,2.4785,2.00474,0.862943,0.696218
b0935,14973.5,20490.5,2.2788,3.28122,4.3285800000000005,3.3464400000000003,2.41379,5.79981,6.11684,3.9200800000000005,4.44166
b0936,10283.7,18371.2,1.9877799999999999,2.04358,3.35897,3.43767,2.02271,12.0527,3.31866,3.5453099999999997,2.71073
b0937,4014.64,26527.1,3.22708,2.59108,3.2526900000000003,1.50546,1.43591,10.9192,5.12795,4.09896,2.1941
b0938,22040.2,38729.0,2.83353,3.44086,5.43808,2.2246799999999998,3.61266,4.999680000000001,7.851310000000001,4.10762,4.12562
b0939,6118.2,0.0,0.49226499999999995,0.0,0.398542,0.747657,0.0,0.0,0.0,0.43690500000000004,0.49274799999999996
b0940,14004.4,11279.8,1.23704,1.61319,0.878079,0.9258350000000001,1.2898,2.14358,1.1125,1.62934,2.02345
b0941,46867.9,46374.9,2.4687099999999997,4.45581,1.1221299999999998,2.9954400000000003,2.7768,6.3589,2.89584,3.4246,7.09483
b0942,21861.7,14409.3,4.56736,4.54742,5.38667,4.96077,0.397495,2.47011,3.4589800000000004,3.21405,4.5706
b0943,42445.2,31010.4,3.03065,1.8519999999999999,1.3082799999999999,0.599404,2.17842,2.7654799999999997,4.69269,4.42475,3.13369
b0944,24063.7,33360.2,4.59858,12.1788,3.52026,3.30424,2.31259,2.95875,9.28947,8.01029,6.29272
b0945,1180220.0,1003760.0,191.065,40.6859,121.035,143.94899999999998,294.774,254.93900000000002,15.0013,78.9804,68.9889
b0946,555286.0,427477.0,38.6469,13.6423,8.977789999999999,39.6862,9.53987,29.6414,21.6186,13.2847,34.1592
b0947,558019.0,556830.0,47.6018,65.2434,83.234,51.791000000000004,59.3404,46.9291,87.7183,77.8463,52.8753
b0948,406451.0,494505.0,127.52600000000001,45.4618,87.2954,91.9751,102.01799999999999,111.697,45.7844,65.7689,52.629
b0949,496455.0,604964.0,149.732,51.501000000000005,104.26700000000001,114.906,114.795,111.43,46.2195,103.764,70.2531
b0950,127293.0,134297.0,29.2045,17.8488,16.4169,20.1235,16.662,22.5227,10.5581,18.1325,18.524
b0951,205134.0,221917.0,55.3902,37.6591,39.1271,48.188,42.1215,55.0518,39.0271,41.5931,36.5805
b0952,228040.0,264815.0,72.2635,53.066,43.4685,49.8192,37.8196,41.0159,43.7695,46.9479,44.2097
b0953,6250620.0,7007250.0,273.278,1847.1,889.6080000000001,396.00800000000004,354.64599999999996,0.0,1785.32,606.58,679.957
b0954,3436330.0,2588170.0,1071.49,1186.29,1645.19,1189.65,1050.12,802.416,554.58,848.585,845.632
b0955,556674.0,538986.0,120.09200000000001,81.3113,114.626,103.314,90.1753,97.7334,91.4468,115.988,81.5154
b0956,542926.0,408424.0,56.0768,335.029,115.979,115.137,81.8748,110.67399999999999,264.197,172.206,230.24099999999999
b0957,75641600.0,85242500.0,13586.4,12347.0,15316.4,11409.0,13337.9,9583.57,16797.5,10719.1,13443.4
b0958,350400.0,346979.0,42.7945,168.669,59.4447,58.0712,52.0856,59.655,152.59,120.39299999999999,130.438
b0959,134545.0,109540.0,7.97277,29.428,10.8015,13.5663,6.505730000000001,12.8432,23.8015,17.7165,19.1805
b0960,222312.0,209907.0,50.6175,13.0861,37.2694,27.9886,44.532,24.2583,13.214,24.2235,18.5015
b0961,212476.0,263026.0,47.3514,21.3506,37.6971,27.764,37.4693,11.8714,13.1994,22.1307,28.7253
b0962,301109.0,305162.0,45.9933,94.7231,55.1471,42.8838,40.9858,52.2953,91.9942,71.2068,83.7287
b0963,2261920.0,2031790.0,438.81800000000004,987.755,563.492,411.434,343.389,751.686,1099.92,692.308,799.3330000000001
b0964,148608.0,80409.8,3.45336,5.8839,3.90726,5.27644,3.14435,3.34246,4.48527,6.79643,4.09652
b0965,737963.0,739689.0,137.129,97.6568,132.549,139.27200000000002,106.134,173.046,76.8012,113.74600000000001,67.7881
b0966,1363310.0,1159840.0,311.91,391.455,427.175,349.881,243.69099999999997,236.02900000000002,332.931,276.254,335.995
b0967,569292.0,497009.0,139.537,62.0491,111.81299999999999,119.27600000000001,179.019,90.9016,42.8204,87.8043,72.6584
b0968,233197.0,136373.0,19.122,85.428,32.5217,13.9062,10.5735,0.0,58.0518,38.8786,57.1662
b0969,438627.0,367291.0,103.335,135.028,122.266,114.589,125.43,58.1689,99.0522,98.3598,79.2753
b0970,3814480.0,3577690.0,300.415,1316.49,503.589,406.531,358.402,392.579,1220.21,734.8839999999999,806.551
b0972,10267.1,5745.82,0.551461,1.6889599999999998,0.212358,0.202685,0.276402,0.0,0.645795,0.6330939999999999,0.179305
b0973,14982.0,15730.5,0.32211,0.97252,0.36275599999999997,0.465657,0.234956,0.0,0.6516390000000001,0.500544,0.516679
