,WT1,WT2,ALE1,ALE3,ALE4,ALE5,ALE6,ALE7,ALE8,ALE9,ALE10
b0199,1326630.0,1415620.0,627.827,36.8564,418.346,427.337,433.099,337.23400000000004,19.4376,61.2286,40.4069
b0200,461684.0,504016.0,84.8721,146.137,104.62799999999999,83.3023,80.4111,109.19200000000001,111.23700000000001,128.434,131.64600000000002
b0207,274445.0,205454.0,21.0601,30.5636,24.6124,35.0114,23.2059,37.5147,31.93,30.6844,31.6618
b0208,157061.0,172775.0,19.3234,53.5024,34.1331,26.118000000000002,19.7707,26.8435,50.8369,46.5676,42.4163
b0209,860767.0,1077960.0,57.2574,176.541,105.561,59.478,65.0191,82.7763,214.505,151.888,148.539
b0210,182974.0,126811.0,9.80945,36.2756,22.8822,9.76657,10.696,7.4718,42.6791,25.4007,29.5678
b0211,1489240.0,1559150.0,372.176,134.341,379.73900000000003,222.33700000000002,426.059,93.3997,137.241,108.29,102.06200000000001
b0212,660674.0,447140.0,22.3413,48.2495,34.359,30.3283,38.2577,28.0476,56.5639,45.7073,34.3993
b0213,276584.0,192623.0,14.4429,52.0535,24.0464,16.8533,18.7965,31.638,52.4731,47.785,37.0463
b0214,400223.0,364563.0,45.7649,117.303,83.7973,69.5283,90.305,45.5357,100.115,115.62899999999999,95.7594
b0215,842457.0,723000.0,102.507,145.099,124.465,108.193,111.962,111.28,191.28599999999997,175.78599999999997,113.595
b0217,47523.1,26421.4,3.18772,2.32156,1.01616,2.55589,4.881880000000001,5.01733,2.7847299999999997,1.86828,2.53208
b0218,19344.3,0.0,0.0,0.0,1.62245,0.0,0.0,0.0,0.0,0.0,0.58606
b0219,194857.0,234616.0,21.3471,73.5275,18.4466,18.0401,11.1782,33.635999999999996,50.6619,51.2708,59.6257
b0220,961831.0,844112.0,215.668,148.21200000000002,80.257,251.076,53.7542,125.455,149.329,91.5238,102.7
b0221,190993.0,236185.0,12.7592,11.0427,12.9012,20.5509,15.6318,8.62111,9.782760000000001,11.6835,6.12552
b0222,2231600.0,1751390.0,284.778,875.488,468.707,391.244,379.327,237.71200000000002,884.814,717.558,825.185
b0223,704478.0,770804.0,82.9714,173.50099999999998,95.1937,109.48,90.1597,70.3005,256.214,157.075,154.715
b0224,2213830.0,2021460.0,95.6147,79.4223,100.556,128.54,142.352,107.665,108.037,77.9086,86.1006
b0225,947361.0,757630.0,21.5122,62.3394,41.3912,39.4009,40.1791,28.2896,61.5701,70.6884,60.073
b0226,1429750.0,526649.0,187.192,672.3389999999999,242.359,211.356,122.87100000000001,0.0,605.773,455.023,638.616
b0227,19633.5,37381.6,2.70873,5.30201,1.81004,3.06642,2.61196,0.0,4.85496,4.2493099999999995,5.84582
b0228,159265.0,92555.6,5.195880000000001,17.6814,6.972760000000001,13.3659,8.84337,12.015,9.45375,18.7858,17.7232
b0231,98993.9,129156.0,16.9831,19.4968,20.1066,16.9841,13.8404,14.5888,29.9857,24.3101,16.9412
b0232,233568.0,257861.0,12.6561,21.9217,24.7531,5.97219,19.3253,21.0116,21.2254,34.27,15.9008
b0233,107278.0,115622.0,11.4616,6.86763,6.53178,9.612169999999999,14.0674,0.0,13.384,15.2503,4.55218
b0234,80861.4,37700.7,2.78067,0.7719560000000001,5.00627,2.25758,8.41179,0.0,1.1716,4.08624,0.9783620000000001
b0237,2357240.0,2426180.0,308.309,580.6659999999999,424.01300000000003,346.085,287.586,310.002,575.127,568.304,480.34
b0238,1362810.0,1274490.0,603.092,178.701,202.467,194.696,391.977,405.32099999999997,120.179,126.54799999999999,179.683
b0239,371491.0,468865.0,74.1098,208.611,75.7385,61.7848,58.4139,80.5489,190.262,136.303,157.037
b0240,4418790.0,4224890.0,502.86400000000003,275.488,549.249,908.857,751.597,336.30400000000003,345.066,304.85400000000004,232.43
b0241,12832.5,24601.1,2.80591,2.7204900000000003,0.456967,2.61294,2.52996,15.3993,1.2133,2.21001,2.9839700000000002
b0242,1763080.0,1910720.0,327.791,774.3969999999999,328.51599999999996,283.976,215.38400000000001,244.769,719.533,409.371,552.9540000000001
b0243,1274420.0,1477270.0,299.64799999999997,366.72900000000004,250.865,209.53099999999998,157.51,196.912,435.69699999999995,264.335,249.487
b0245,19014.4,0.0,0.76312,0.0,0.0,0.0,0.0,0.0,1.03447,1.03862,1.14859
b0246,0.0,0.0,0.0,1.62429,0.0,0.0,0.0,0.0,1.23308,0.0,0.682918
b0247,0.0,17418.7,0.0,0.0,0.755282,0.0,0.50564,0.0,0.535201,0.266227,0.29791599999999996
b0248,0.0,0.0,0.453794,0.0,0.0,0.0,0.0,0.0,1.14456,0.285018,0.31858600000000004
b0249,20946.3,21379.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4379,0.0
b0250,307020.0,191246.0,22.8824,86.7019,42.2902,23.4126,20.4761,14.011,130.537,55.8873,88.6775
b0251,35804.2,58349.3,6.7020100000000005,24.8157,8.68384,6.247319999999999,8.18449,0.0,18.8269,12.7172,11.4956
b0252,4987.61,11103.3,2.00762,1.56186,0.318247,0.6015,0.416534,0.0,0.23851,0.820934,1.7227400000000002
b0253,42161.6,62639.7,10.7499,14.6266,8.62125,7.600239999999999,7.9677,8.66399,11.8417,16.0298,13.777999999999999
b0254,69592.0,47560.2,2.35,4.47738,1.70356,2.69177,2.04019,2.05788,4.48926,4.3053099999999995,2.96884
b0255,83615.8,60152.0,6.142530000000001,22.8615,17.9053,8.39387,8.5824,15.8894,28.1583,25.6324,31.7485
b0256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.719913,0.155854,0.07637689999999998,0.0
b0257,262042.0,159243.0,23.0616,50.9945,17.0134,16.0451,23.6299,18.1471,49.8118,35.6654,29.1902
b0258,73203.6,132257.0,12.7345,19.6873,12.5735,12.4015,7.77778,6.52479,17.4095,12.3751,16.8957
b0259,792089.0,827388.0,216.59099999999998,150.85399999999998,133.303,277.317,156.255,240.86900000000003,204.84400000000002,172.917,161.16899999999998
b0260,73647.5,82663.7,84.5867,6.7633399999999995,35.0902,36.5881,35.3121,30.0578,5.2993,9.34872,10.6045
b0261,166122.0,178254.0,162.42700000000002,61.9846,78.8671,72.58800000000001,59.706,22.2236,46.7552,51.3776,56.1015
b0262,38893.9,35205.5,4.02831,12.1436,2.3099,2.20082,2.2571,3.28065,4.0288900000000005,5.2405,6.809660000000001
b0263,42431.8,27213.8,3.40081,14.3289,1.35955,1.17539,1.8702599999999998,0.0,8.14363,4.99143,9.05449
b0264,3206.0,0.0984465,0.186499,1.62399e-35,5.69416e-05,4.2941499999999995e-05,1.21119e-05,9.65615,9.58781e-06,9.8792e-06,3.2315e-05
b0265,224633.0,126560.0,18.5455,0.0391358,18.2837,7.72248,0.000131228,0.0,46.2376,47.6639,45.2855
b0266,316494.0,308330.0,44.2397,46.2993,51.8073,41.8565,27.6155,62.2334,54.5891,42.0682,54.695
b0267,0.0,7383.64,0.531285,2.4376599999999997,0.612375,1.16987,0.531145,0.717408,2.48583,0.913626,1.46659
b0268,23520.2,40561.8,7.4044,8.77748,8.35137,15.0894,5.97883,10.6787,12.6006,7.883260000000001,4.40273
b0269,32472.0,37570.2,12.1459,9.75285,12.1899,14.3719,9.862969999999999,5.538069999999999,9.65205,7.91513,6.9405
b0270,17393.4,51051.2,2.5880400000000003,2.2945599999999997,2.13053,3.77135,1.4894100000000001,2.83675,2.13226,2.8853400000000002,3.69045
b0271,57419.4,89844.0,6.89785,7.1428199999999995,6.29741,6.31681,5.41336,4.22286,5.3633,5.09155,6.01241
b0272,331409.0,371259.0,253.169,54.5965,79.7195,77.7539,117.382,108.814,48.5644,81.1216,50.8792
b0273,1095340.0,854369.0,1556.44,247.14700000000002,542.649,468.228,726.6569999999999,777.3430000000001,121.64200000000001,438.467,301.14799999999997
b0274,5281.25,0.052039,0.000156717,6.27762e-05,0.00014738700000000002,1.66268e-05,9.39835e-05,8.37091e-05,2.24189e-05,3.34917e-05,3.88475e-05
b0275,254933.0,235403.0,21.7358,24.2412,6.5037e-17,25.6367,16.528,0.0,32.6232,53.3655,54.7309
b0276,52110.7,70693.3,5.59129,12.7921,6.37322,7.0484,4.92143,7.0430600000000005,16.1728,18.1279,13.7926
b0277,185330.0,70872.2,3.7260000000000004,9.574710000000001,5.67774,5.72984,7.179989999999999,9.255980000000001,12.158,11.3232,14.2935
b0278,49224.6,23873.0,2.47531,3.50812,1.60429,3.0089099999999998,2.37255,3.04618,1.7836400000000001,1.6117299999999999,3.80049
b0279,11866.0,13219.2,0.0,0.5931350000000001,0.301541,0.285407,0.591481,0.0,0.226498,0.44526099999999996,0.880834
b0280,2172260.0,1415390.0,56.6316,84.291,110.921,166.86900000000003,101.994,106.80799999999999,169.082,130.002,80.0971
b0281,410006.0,313698.0,29.3269,40.843,53.4152,47.0496,43.573,35.1624,62.3914,57.2006,40.9464
b0282,6793.04,88065.5,0.544473,0.925608,1.0200200000000001,1.81138,1.38319,0.0,3.5083,2.8054900000000003,1.17174
b0283,39227.4,53016.4,3.82444,4.6163300000000005,3.3727699999999996,2.95838,1.69261,1.86264,4.70373,3.6556699999999998,3.26579
b0284,50348.0,57620.4,2.4489400000000003,2.13185,2.49842,2.5037599999999998,1.42965,0.6489189999999999,4.23129,1.9942,1.6066200000000002
b0285,30969.0,25355.6,1.6628,2.0517,1.55666,1.23266,1.52335,1.86264,2.74384,1.92403,1.74175
b0286,34430.6,65900.5,3.27371,3.96991,2.04429,2.68197,1.61307,0.0,2.11912,2.6863900000000003,3.1973
b0287,5564280.0,4085870.0,128.636,89.6188,87.3071,151.099,111.75399999999999,209.28799999999998,74.6989,165.821,251.81900000000002
b0288,71404.3,97224.1,9.02131,14.8383,12.2266,10.2836,7.3066,0.0,42.7725,11.3057,18.1022
b0289,54143.3,100081.0,7.01888,18.6488,7.04053,9.545589999999999,6.16691,7.39686,22.0625,15.5914,11.6173
b0290,44024.8,45778.3,5.76731,8.05301,6.1508199999999995,4.7573,4.15984,4.1197099999999995,10.276,7.93946,7.81423
b0291,17203.3,22499.2,1.6649200000000002,2.1648400000000003,1.0715700000000001,1.19474,1.43861,0.830839,2.61572,1.61971,2.5135400000000003
b0292,26099.8,7223.65,1.8371,3.7338400000000003,1.28477,1.20179,3.38266,1.64458,2.84652,1.24807,5.2748099999999996
b0293,136453.0,133205.0,6.58184,7.531219999999999,6.813860000000001,7.289739999999999,15.257,12.572000000000001,10.7035,7.75162,47.8374
b0294,11612.1,8533.94,0.0,0.498204,0.0,0.0,0.0,0.0,0.379335,0.187592,0.42195299999999997
b0295,191669.0,72886.1,14.7461,18.0014,13.6345,18.5484,4.9147,0.0,27.497,22.6038,45.3784
b0296,45104900.0,43950500.0,145.829,8119.76,253.61,451.353,297.464,8886.22,24.9546,797.2610000000001,5241.8
b0298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0300,119636.0,90694.0,2.0263,2.3967,0.0,1.15662,3.2476,0.0,2.43676,1.9522700000000002,1.3545399999999999
b0301,42274.6,8474.81,0.926926,1.48316,5.15595,2.39216,3.06848,0.0,1.12935,2.41986,0.6281
b0303,64908.3,22048.6,0.0,0.0,0.0,0.0,8.227030000000001,0.0,2.9830200000000002,1.50458,1.6390200000000001
b0304,78628.1,80323.4,1.69735,1.2055,1.37906,2.31213,0.7836569999999999,1.7959599999999998,0.658874,1.35479,1.3168600000000001
b0305,35598.1,13219.2,2.86615,8.89703,1.8092400000000002,4.56651,2.5630900000000003,1.1003399999999999,3.62397,3.33946,7.29834
b0306,17751.0,16411.6,2.14256,5.6095,1.9200400000000002,6.49228,2.0174,8.689169999999999,5.7054800000000006,7.16741,3.96386
b0307,61919.6,57927.1,6.030530000000001,5.36784,2.99724,6.20505,3.3782099999999997,6.53827,7.24989,7.98255,5.70161
b0308,46412.6,48013.7,6.472580000000001,6.666760000000001,3.6327,3.40584,4.24539,3.06885,7.47677,4.42252,6.3171
b0310,13049.9,7223.65,0.787328,1.24461,0.85651,0.400596,1.69133,0.0,0.0,0.468028,0.703308
b0311,150230.0,170118.0,39.9058,19.2353,36.8712,23.3475,36.649,20.6438,16.1398,33.1949,17.1331
b0312,367379.0,415356.0,77.7953,54.5179,94.2741,63.6378,91.8387,50.3115,32.7536,71.3449,46.9112
b0313,374271.0,360943.0,85.564,36.1499,76.5249,66.5796,81.8331,41.9068,25.6118,52.1816,28.9151
b0314,151383.0,148904.0,30.166,9.19009,22.3361,30.7381,30.6743,11.7219,6.23013,14.8635,8.62146
b0315,91894.6,86996.3,8.969339999999999,1.74613,5.7133199999999995,14.4616,6.437819999999999,9.32266,3.6717,3.5184599999999997,7.87785
b0316,132045.0,111706.0,4.80249,11.6552,7.242889999999999,11.2066,7.87908,12.5612,8.90576,14.0121,8.65695
b0317,0.0,5444.45,0.399683,0.654866,0.0,0.0,0.930881,0.0,0.0,0.49436199999999997,0.276926
b0318,44840.8,57724.0,0.9013559999999999,0.479678,1.4979200000000001,2.32005,1.31956,5.92551,1.09599,2.7084599999999996,1.62533
b0319,9369.25,0.0,0.188595,0.585063,0.0,0.0,0.0,0.0,0.0,0.548967,0.124126
b0320,11774.4,9260.2,1.9931900000000002,1.29415,0.860556,0.964517,0.37202199999999996,0.49276000000000003,1.431,1.0230299999999999,0.916542
b0321,12993.1,26253.7,0.94252,1.43141,1.11258,0.9148059999999999,1.34093,0.549211,2.0693,1.9062,1.21632
b0322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0323,6241.54,4645.13,2.17827,1.55112,1.04637,1.9881799999999998,0.853409,0.9398139999999999,3.7535300000000005,2.13348,1.75568
b0324,176610.0,247748.0,28.1449,40.4825,33.4329,27.4994,24.1498,17.5878,48.791000000000004,32.1071,33.7711
b0325,758606.0,825571.0,26.0203,23.7445,31.3002,26.7543,20.9886,10.6198,25.4845,25.1677,18.4181
b0326,17619.4,8403.75,0.0,0.315427,0.0,0.607437,0.631266,0.0,0.48166499999999995,0.11842899999999999,0.401433
b0327,98375.2,40288.9,3.34349,3.4296900000000003,0.0,3.49345,0.0,0.0,0.0,6.592239999999999,21.5772
b0328,35671.6,17953.1,1.56523,4.12218,0.42537200000000003,8.35811,0.559896,6.52626,2.51416,3.5651300000000004,3.49415
b0329,3794160.0,2047340.0,36.8271,21.4463,24.5788,69.4444,15.4056,0.0,25.4255,14.5958,47.9941
b0330,26334.4,43748.0,1.5690899999999999,0.838461,0.13931500000000002,2.2761400000000003,1.7160799999999998,1.43373,0.320947,0.31394,0.5938359999999999
b0331,2254.28,2513.46,1.08914,0.5621109999999999,0.0,0.81108,0.18632100000000001,1.0341,0.6441060000000001,0.949206,0.238539
b0333,3247.37,3636.94,0.7849619999999999,1.19993,0.40176100000000003,0.575813,0.522613,0.0,1.52962,1.34912,0.594542
b0334,0.0,1421.26,0.816213,0.774223,0.309321,0.742113,0.501745,0.533574,0.5925779999999999,0.347948,0.32895599999999997
b0335,2833.85,6378.38,1.82792,1.03367,1.2556200000000002,1.09965,1.25641,0.387966,1.67124,1.41857,1.36691
b0336,710394.0,811402.0,301.47700000000003,24.8831,77.2068,93.725,230.828,203.365,30.2352,85.0053,43.1332
b0337,1604310.0,1751510.0,735.444,95.7132,253.06900000000002,275.589,664.2810000000001,803.7439999999999,117.71600000000001,323.73900000000003,153.283
b0338,91281.8,74485.4,13.2668,16.6457,16.0396,17.3448,13.7846,8.15018,13.3524,14.574000000000002,14.2459
b0339,19936.3,22061.8,2.4054599999999997,5.07643,2.18572,3.26859,2.3029900000000003,1.6848900000000002,0.9673940000000001,1.2728,3.04765
b0340,75983.4,94697.9,2.17824,5.76388,7.7364,7.71582,3.6288400000000003,13.7833,6.56422,6.8053300000000005,8.22162
b0341,18133.2,29534.5,3.719,2.8439400000000004,2.85775,1.5598299999999998,1.59343,0.0,3.5733800000000002,2.96928,2.5880900000000002
b0342,58971.3,52887.8,2.07455,1.41794,2.45771,1.3713600000000001,1.94776,1.9381,1.44005,2.3126700000000002,2.40242
b0343,10482.9,10072.3,0.603398,0.368017,0.36891999999999997,1.23565,0.599352,1.93051,0.8446469999999999,0.55156,1.3287200000000001
b0344,11717.3,11334.0,4.00549,4.17561,3.52676,7.6632,4.7275599999999995,4.0013,4.49063,3.4508099999999997,2.6635
b0345,313078.0,266668.0,53.0237,26.1507,36.069,48.5358,38.6124,32.0943,29.5732,27.1044,26.0338
b0346,310967.0,384413.0,26.021,6.74153,13.1024,39.8228,23.8781,6.8583,5.84994,8.2826,3.90021
b0347,17362.1,7319.85,1.7496099999999999,0.661447,0.527046,1.90083,1.3662299999999998,0.0,0.506436,0.8914790000000001,0.6746409999999999
b0348,6290.02,7021.02,0.675433,0.781827,0.263776,2.2549200000000003,0.5163800000000001,0.0,1.5931600000000001,0.58658,1.9910700000000001
b0349,11414.4,33082.8,1.28674,2.56302,2.02386,2.19177,0.9445879999999999,3.14971,2.1753400000000003,1.7099400000000002,1.20846
b0350,20326.1,25444.3,2.65892,2.22981,2.27354,3.68096,1.9136,1.19611,2.1888,3.10974,1.75668
b0351,33288.2,20903.1,3.18363,4.65335,2.61592,1.24262,1.70682,3.75926,6.3217300000000005,5.43067,2.85299
b0352,11548.4,25812.4,4.3410400000000005,5.48421,2.4066799999999997,2.5200299999999998,1.8822900000000002,0.0,7.65528,2.41427,2.42949
b0353,15580.7,13966.4,1.38103,6.89997,0.961601,1.10344,1.37533,0.0,4.5450800000000005,3.0165599999999997,3.25627
b0354,154281.0,121028.0,37.1901,94.0503,38.6708,40.6003,34.1196,62.496,85.9282,63.5599,78.8722
b0355,119979.0,89968.9,38.0458,39.8363,40.2431,34.808,31.0211,20.5749,43.9915,36.0063,31.0717
b0356,329974.0,365420.0,101.46700000000001,93.8141,86.4518,90.27600000000001,69.3933,93.8581,127.012,79.6047,84.1115
b0357,403316.0,759996.0,94.523,97.6999,119.822,119.73200000000001,105.639,0.0,154.369,89.3992,93.9884
b0358,64628.5,26938.6,2.16744,6.09511,1.38457,5.2201900000000006,1.36113,1.28562,4.13516,5.0873,7.46806
b0359,27788.6,27985.1,0.0,5.5496,0.0,0.0,0.0,0.0,0.0,0.0,4.67812
b0360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0362,102438.0,24347.3,2.41938,1.04341,1.16667,4.09491,1.5923200000000002,0.0,0.0,1.97938,2.63967
b0363,21232.7,21252.9,2.16553,1.16734,0.781169,1.6802700000000002,0.634908,1.36816,0.595284,1.4581899999999999,1.81792
b0364,8404.3,9243.28,2.0263,1.0889,0.571499,1.05521,0.758033,0.0,0.414274,0.20515500000000003,0.230462
b0365,0.0,11439.1,4.45555,9.923119999999999,3.6026199999999995,4.64687,4.7001800000000005,23.9975,2.33337,5.44005,6.04814
b0366,19039.9,42318.6,7.662260000000001,10.6086,5.94961,3.29759,3.44121,15.6223,9.9247,6.941139999999999,9.288689999999999
b0367,7412.93,24757.7,2.98393,7.42497,5.9864,2.68055,2.2677099999999997,4.623469999999999,6.614510000000001,3.2520700000000002,5.250030000000001
b0368,30987.9,50450.9,5.37371,11.6196,4.84779,7.45515,6.736110000000001,9.95621,16.3829,8.7229,7.837619999999999
b0369,1015200.0,1032370.0,228.06799999999998,365.458,185.6,174.05900000000003,178.183,229.40599999999998,318.744,266.444,326.428
b0371,38965.5,36696.8,1.3170899999999999,1.38363,0.153533,0.44206899999999993,1.0957299999999999,1.58839,2.2357299999999998,1.61211,2.87413
b0372,0.08470269999999999,0.180598,0.0014416,4.82146e-05,4.07807e-05,5.8813599999999995e-05,2.60835e-05,1.08041e-05,5.69542e-05,1.3038800000000001e-05,1.88641e-05
b0373,349630.0,386873.0,12.637,75.1518,29.705,47.5574,42.0468,168.424,68.374,77.0898,63.1245
b0374,51290.3,57569.4,5.82991,13.0436,5.63375,4.32264,3.3431599999999997,5.0096300000000005,16.2676,11.2788,10.2624
b0375,6524.95,3611.82,0.0,4.56358,0.428255,1.60238,0.281888,3.28915,6.64187,4.05624,8.61553
b0376,312257.0,364390.0,58.3961,32.1976,33.1653,67.0551,38.2503,67.2025,35.467,27.7778,39.9037
b0377,129755.0,135016.0,12.9451,22.7966,9.910160000000001,17.1337,10.1587,11.995,25.8676,22.4948,20.1721
b0378,200151.0,225916.0,36.0687,29.9181,43.4268,42.883,26.5658,35.4695,34.4816,28.933000000000003,23.2908
b0379,0.0,12271.6,2.82842,3.49361,0.0,5.2132,2.98,0.0,13.2704,3.99979,8.80925
b0380,202369.0,145310.0,31.7549,11.7441,19.2318,24.5102,13.69,0.0,35.8975,22.8763,7.433910000000001
b0381,658390.0,579524.0,64.4994,245.84900000000002,101.256,53.2915,56.8252,150.36,293.591,165.715,186.419
b0382,1276560.0,1193740.0,107.777,144.07299999999998,34.0818,285.616,21.8437,40.775,120.723,73.6704,210.89700000000002
b0383,118522.0,114038.0,13.0171,8.76915,5.8956,16.6602,3.8262099999999997,22.0271,8.663680000000001,5.79248,16.3254
b0384,388276.0,296121.0,12.1612,11.1084,5.66805,9.445110000000001,3.96832,13.2596,10.8401,6.050009999999999,7.3403
b0385,10299.8,19212.9,3.0426599999999997,2.32994,2.1307400000000003,0.406709,0.832033,2.25421,1.78175,2.7789099999999998,1.79892
b0386,1125560.0,961230.0,112.288,157.042,155.25,155.827,132.03799999999998,141.141,139.111,169.361,142.291
b0387,390181.0,209336.0,64.4387,114.61,56.9184,36.0005,39.3068,51.5863,101.294,60.4237,80.9209
b0388,1305170.0,1562590.0,295.72900000000004,123.02600000000001,293.13599999999997,212.005,278.633,79.7895,95.3648,148.246,105.369
b0389,2484960.0,1995210.0,273.638,193.30900000000003,311.392,137.877,179.28,0.0,134.937,114.038,122.31700000000001
b0390,278781.0,315857.0,40.9876,24.8279,26.0227,28.2905,43.355,16.0615,18.3093,25.0979,17.7686
b0391,2987360.0,2273550.0,341.6,1585.86,810.096,533.18,712.78,1051.84,1607.85,1143.28,1019.49
b0392,128047.0,296198.0,11.6426,6.71635,5.69591,6.73502,6.10188,0.0,10.2314,10.2783,20.6718
b0393,681169.0,478862.0,124.17,178.368,149.018,128.786,181.43400000000003,179.824,142.734,139.375,142.138
b0394,98962.9,117743.0,27.6268,54.7786,22.4926,26.0782,12.6936,17.0661,33.2712,25.3837,33.9415
b0396,97577.2,55546.8,6.1868,7.4835,7.316269999999999,6.0477,6.17221,8.31937,11.9001,12.0299,11.7932
b0397,169327.0,162224.0,35.6164,16.294,33.2949,29.4621,28.2924,23.1855,15.6606,29.0193,18.0212
b0398,185459.0,200740.0,37.9931,29.2019,33.9662,29.6914,31.6746,19.7075,28.1069,26.0171,24.9699
b0399,131462.0,187296.0,19.6422,30.1713,25.758000000000003,20.3063,22.0453,6.23045,29.6677,24.1775,22.0445
b0400,67753.8,84063.0,10.3395,13.4474,13.114,11.0309,11.1666,11.7146,12.5904,11.1366,10.5979
b0401,331683.0,340371.0,110.10799999999999,187.16299999999998,70.1977,55.9566,51.5574,89.7206,216.34099999999998,190.368,161.15
b0402,210284.0,238998.0,82.8937,82.2478,64.7474,43.0719,56.4021,45.7658,74.6954,71.3283,67.3588
b0403,162398.0,191568.0,19.045,21.6763,18.2216,22.476999999999997,13.3436,16.6263,24.9453,19.0961,19.1897
b0404,118674.0,143820.0,23.8497,7.65032,14.9234,17.2821,17.6379,4.27736,11.648,9.60388,10.15
b0405,492113.0,413341.0,129.244,22.0563,89.7704,89.8632,94.4111,67.5633,16.0123,18.3759,28.2847
b0406,1020430.0,1001850.0,280.375,138.40200000000002,199.095,230.80700000000002,216.15400000000002,210.332,122.791,156.102,146.224
b0407,5319880.0,5161180.0,881.585,1407.17,1083.35,915.298,919.148,859.515,1119.05,1079.66,1145.61
b0408,1768890.0,1913160.0,442.589,291.351,352.31300000000005,327.047,323.519,292.306,238.61,253.52900000000002,278.705
b0409,905558.0,1140260.0,257.15,188.09400000000002,158.89,149.606,135.30100000000002,204.00799999999998,126.071,159.58700000000002,188.18599999999998
b0410,1250200.0,851473.0,157.077,537.606,243.68200000000002,265.236,198.949,469.85400000000004,759.377,558.703,378.157
b0411,2443760.0,2250450.0,1055.09,537.001,635.763,598.974,1090.47,728.075,533.658,567.0,521.448
b0412,119017.0,96822.6,9.56317,33.2617,8.45923,14.4604,4.014069999999999,14.999,31.8414,16.6467,30.5782
