gene,Var2,Var3,Var4,Var5,Var6,Var7
b0173,8.523826458,8.713968888,8.592823786,8.758003415,8.390529256,8.807253559
b1812,7.951850031,8.358142958,8.467008739,8.729107175,8.276929138,9.020368087
b2065,9.631066684,9.604015567,9.778726303,9.633384172,9.712648706,9.52353452
b3360,7.789083464,8.058770563,7.983660479,8.310337892,7.999217836,8.93093197
b3843,9.234860485,9.124399958,9.498478229,9.415810331,9.211706927,10.2029085
b0477,7.529921011,8.62262783,8.499934532,9.243950926,8.642700867,9.021500926
b2478,10.118756,10.48018813,10.6157425,10.68757749,10.8370258,10.71877787
b1096,7.979251888,8.381837973,8.265966716,8.582257538,8.536305188,8.808098481
b0337,8.707215787,9.847780282,10.28056936,10.36850809,9.810454472,10.73107657
b1302,7.09722753,7.353858585,7.436565996,7.785516308,7.074704244,8.261198383
b3729,9.536833111,9.507212961,9.851159328,9.915425587,10.08476546,9.371694198
b2662,9.291649079,8.292652888,8.030807547,7.843751678,7.386837785,8.401433014
b1200,8.672628639,9.710233192,10.42058904,9.370746591,9.177918414,9.448082206
b2688,9.61906263,9.605117663,9.692305227,9.990389706,9.810242487,11.28507559
b2415,11.76823162,12.14321131,12.30284348,12.25181596,12.2107216,12.25001976
b0485,8.354407529,8.851919538,9.026472029,8.329405434,7.952372352,8.602433443
b1199,8.624867896,9.341584016,9.873511599,9.244766837,8.928950713,9.44399919
b1525,8.194265422,8.5061913,8.649750824,8.655076037,8.627965272,8.726587187
b1524,8.026573847,8.660297973,8.466626187,8.916714116,8.687456042,9.166154365
b4139,11.39095842,9.807126774,10.57277319,8.630748181,8.361144188,8.960158903
b2312,8.981345552,9.416868722,9.809012417,10.38677356,9.669892506,10.68886039
b1198,9.049848978,9.535704526,9.897905191,9.587905715,9.398501775,9.840804099
b0104,9.1922304,10.01624815,10.29908047,10.38947858,10.32465288,10.06842801
b0171,9.296985859,9.771056958,9.928914627,10.27178398,9.699645244,10.6200128
b2797,7.85312979,8.272981978,8.474610088,8.825743338,8.006609135,9.314011017
b1740,9.666155215,10.12014317,10.25352034,10.26603708,10.48320284,9.519628899
b3366,6.673987523,7.351356233,7.209324186,7.596296798,7.304803429,8.367447949
b3117,7.946280972,8.357161073,8.11818061,8.540571466,7.992900228,10.00584588
b0273,9.049987201,9.55830134,9.697939199,10.0500743,8.878648599,10.59331729
b1814,8.212202907,8.334735363,8.398553264,8.430957676,8.413013502,9.103154588
b2498,9.307861498,10.94987855,11.19294847,11.33895991,10.65258887,11.55227592
b2780,9.218592206,10.13963963,10.26668377,10.88283395,10.55471248,11.45495803
b4254,8.600707395,9.196649212,9.449449028,9.615923144,8.618760113,9.55144065
b3616,8.508625587,8.702418151,8.832915403,9.194158111,8.758185902,10.48307503
b3589,6.972519303,7.018637347,7.253115229,7.867300778,7.086717397,8.558969883
b2500,8.684530421,9.423332979,9.660225493,10.23610626,9.849985974,10.46853731
b0087,8.967740961,8.922756525,9.141557771,9.278313129,9.019716153,9.986921758
b3449,9.286145419,9.310848984,9.302951018,9.457046689,9.450774812,9.959431424
b0090,8.904361359,8.879343549,9.006130678,9.310034113,9.271509296,9.464309233
b3774,11.37388338,11.60131334,11.95637356,11.70093109,11.58999425,11.25238596
b2316,9.954626811,10.53731158,10.51386698,10.93152571,10.96069238,10.55769369
b0331,10.38208882,8.476134324,8.539521131,8.840340497,8.27746672,9.26262907
b3255,10.15225515,10.43082106,10.6166439,11.07517714,10.88491179,11.60909445
b0185,9.708371685,10.21527141,10.32467811,10.95102333,10.87062708,11.33542767
b3946,7.258875728,7.623614251,7.770492793,8.114075288,7.412762608,8.772107519
b2210,7.457059577,9.610915217,9.381048373,9.250314729,9.509567173,9.410341742
b1746,7.905753405,7.744255818,7.793328513,7.837129499,7.293214749,9.186219522
b3256,9.578215268,10.08836265,10.369023,10.80769131,10.67316963,11.14771817
b0052,8.809063077,8.943816093,8.877580457,9.281344151,9.041777409,10.05190479
b0825,7.574531684,7.744130286,7.975743825,7.939561983,7.841172506,8.332008096
b2564,9.351033138,9.691771114,9.872274902,9.917133356,9.989232192,9.907741017
b3619,10.12031708,10.202635,10.34606376,10.4597856,10.455052,10.40176044
b2615,8.226892075,8.884964451,8.827295302,9.253395897,9.058840077,9.719479267
b0369,8.843587375,9.474331648,9.756667031,9.876514917,9.531010782,10.17973258
b4267,8.360455872,7.93830027,8.29102962,8.266988086,7.667155954,8.732820669
b4005,8.01521116,8.35893535,8.804489939,8.8243833,8.623297023,9.162407853
b2265,8.01779418,8.066681917,8.062597876,8.308888981,7.974757694,8.856900667
b2557,9.257132572,9.187823594,9.531038716,9.82586613,9.382456511,10.45253291
b1033,9.236636677,9.464606044,9.774119903,9.982428211,10.12920593,9.981909991
b2440,7.860293756,7.803179565,8.006530257,8.079144577,7.703962343,9.103495403
b3957,9.080883979,9.370975935,9.853362293,10.07237806,9.439391157,10.7636725
b2261,7.914678495,8.237042302,8.391792536,8.583034696,8.378401202,9.286956352
b2441,8.094466838,8.159256161,8.202627893,8.623496594,8.233139975,9.144256696
b0596,10.60191098,10.54900799,10.68487807,10.24351107,9.973540076,9.55234354
b0595,10.73409973,10.46883963,10.75856555,10.11210649,9.813537935,9.798091604
b2049,7.174993138,7.529819994,7.699068615,7.928825928,7.462412353,8.705869468
b3583,7.521094179,7.745971927,7.791574797,8.151569656,7.773840343,9.321147746
b1623,8.35316849,8.235267174,8.65985573,8.454590593,8.325707709,9.030636173
b3806,9.065867145,9.801491831,9.516661314,10.07097436,9.83846305,10.42864964
b0061,7.57189682,7.506375513,7.786786398,7.793839091,7.526756667,7.847140748
b3665,7.910237354,7.903862455,8.409227723,8.784493087,7.959787883,9.889066446
b2533,8.735263276,9.974594373,9.847049914,10.67036009,9.802577228,11.38660913
b4198,7.34033745,7.925306412,8.320905051,8.885990251,7.994454678,9.766160426
b4177,11.26698188,11.07852605,11.17049676,11.42127639,11.28252597,11.56434948
b0333,8.885596502,7.687002315,7.78692817,7.896470074,7.632875507,8.355062446
b4374,8.316662163,8.579855299,8.584900905,8.861311175,8.635226282,9.546037392
b4161,9.117542217,9.422350575,9.346879594,9.538944517,9.57713505,9.583959619
b0675,9.168676593,9.721888061,9.776794351,9.920432036,9.897230576,10.17334796
b0677,9.263101658,9.284961941,9.573668336,8.975954393,8.97944359,9.197421797
b3590,7.870264956,8.062065392,8.223105376,8.540495004,8.319119751,9.512516344
b2361,6.75083005,7.210577859,7.126310673,7.49851916,6.824143315,8.076759644
b2918,7.21421965,7.461239274,7.849135686,8.054249172,7.649449141,8.780473786
b2291,7.65491854,8.156014209,8.556896711,8.677366899,8.490306832,9.241839706
b1767,8.452249345,8.77068877,8.904186564,9.29372025,9.100250702,9.188386807
b2727,7.767361681,7.851222851,8.195771635,8.19641211,7.716687654,8.824422115
b0828,9.46638339,9.22720727,9.708737581,9.739067775,9.307129391,9.044645946
b1651,10.0708095,10.05431565,10.18355942,10.35129595,10.26867683,9.780938583
b2173,7.6067956,8.23539941,8.229108245,8.599095875,8.323559536,8.535897311
b0766,7.81688924,8.239444012,8.281061281,8.936619192,8.472657052,9.37590433
b3744,8.39310782,9.302697279,9.126197299,10.21576747,9.668904449,11.36629161
b4352,7.925697259,8.512939957,8.603476358,8.360194873,8.3857965,8.412053568
b0674,8.428044493,8.916737801,9.239482054,9.573438058,9.495721795,10.15976835
b3826,8.35425979,8.738079013,8.792625696,8.820046053,8.882929773,9.073559431
b4173,9.848517539,10.00287183,10.08193379,10.25480367,10.23493575,10.68386141
b4244,11.50572584,11.89735125,12.30545858,11.78514342,11.16390241,11.96014666
b4245,11.46035518,11.66551903,12.08897756,11.57424449,10.83609381,11.74907538
b1852,9.613963798,10.03999102,10.33408144,10.38329157,10.27814025,9.999878992
b0029,8.784629252,9.165288569,9.287014269,9.75142608,9.614538399,10.17482615
b0758,8.972912708,10.72709603,11.51240964,10.05890496,9.565207571,9.650960303
b0134,9.209242763,9.036644785,9.301577705,9.424115443,9.164352668,9.062908035
b0420,8.680828893,8.81955469,8.952207461,9.248619284,8.988019756,10.30274704
b1092,11.01374122,10.94911229,11.13309472,11.34402772,11.31283484,11.75853155
b2028,8.327181245,8.527019724,8.590206198,8.795376515,8.65815003,8.813391773
b0031,9.438396255,10.97781771,10.82791083,11.10851492,10.83310633,10.51464585
b2788,7.4257331,7.889852661,7.971912232,8.383471659,7.868046183,9.556089765
b0003,9.515661934,10.53904797,10.89211371,10.82565836,10.79249541,10.3699549
b1208,9.461738246,9.323175765,9.571625935,9.503781138,9.565689735,9.612045018
b1748,9.333731642,8.055827044,8.226712567,7.816199555,7.685295476,8.463956066
b2746,8.455763045,8.855031103,8.957699845,9.224599308,8.995366716,10.3035016
b3791,7.982508557,8.613752153,8.69408251,9.265503648,9.122305563,10.49145617
b3787,8.418879892,8.929376436,9.096553592,9.717843639,9.448731564,10.94071946
b1415,11.76536433,10.57184432,11.29392523,8.720400003,8.690023667,8.386894281
b3526,8.555136798,8.56488763,9.000850544,8.682316371,8.377616763,9.003117967
b3359,9.154743499,9.723754428,10.00292058,10.69936719,9.507049101,11.06501737
b0004,9.449405646,10.70989154,10.99829498,11.03146051,11.05379444,11.11516531
b4013,8.961189521,9.84548076,9.605974489,9.459107098,8.557477865,9.458399998
b1493,10.20995725,10.70929444,10.30695653,9.549270832,8.863823993,9.608902513
b2601,11.59726568,9.495062733,9.530069537,10.78334277,10.13421835,11.57241186
b3565,8.555601722,8.216062428,8.423044708,8.463083137,8.112363448,9.178999317
b3517,9.556974993,9.674052552,9.327876224,8.881513708,8.301480189,9.210989024
b3551,7.99020956,8.415306059,8.539410611,8.810263105,8.449872534,10.22110249
b0754,9.287448955,11.21551178,11.1246957,11.39870704,11.60558108,11.49647804
b1704,7.702129069,9.086156612,8.871610766,9.746724126,9.122862651,10.42822885
b2700,8.558140082,8.627175122,8.955581047,8.893576092,8.608034866,9.144480678
b4015,12.44554915,11.00352166,11.06086006,10.7068887,10.52347293,10.27422062
b2750,9.140435277,9.301232303,9.8636079,9.985204779,9.321285544,10.34872344
b2904,9.534438595,10.14037755,10.30891921,10.57464453,10.55376177,10.27979466
b0116,11.40841711,11.5844867,11.72868968,11.73094155,11.92054119,12.18649878
b2905,8.565470063,9.302002105,9.482804577,9.555779548,9.053579673,10.06167657
b1768,8.522623882,8.575911583,8.644928202,8.76461362,8.71945782,8.630095079
b1014,7.951966525,8.014712115,8.292558358,8.236511109,6.861425271,8.826941742
b1622,8.202712047,8.373474801,8.780279956,8.651750868,8.160033046,9.052107626
b1584,9.120292526,9.277577398,9.353351598,9.651419708,9.671241707,9.484427813
b2903,8.576080881,8.948359511,9.268775422,9.215907435,8.882731268,9.353261241
b3939,8.575892306,9.259446397,9.224946565,9.559689907,8.912767909,9.928022759
b3790,7.87374579,8.532832224,8.582318698,9.364711059,9.095807337,10.12564743
b2661,9.043300504,8.224997244,8.140481309,8.170726584,7.56316972,8.222993093
b4014,12.52942083,11.56306686,11.68652322,11.28387256,11.25111492,10.67776896
b0261,8.631018725,8.686450934,8.70635997,8.800921726,8.362953713,9.537184302
b0759,9.311377861,11.56684784,12.50791844,10.83608791,10.48916659,9.77450972
b0241,7.354765186,7.69166258,7.883212617,8.174614355,7.800554986,8.803730424
b0929,12.84202146,12.38619178,12.6737479,12.60484285,12.66339226,12.70467963
b2976,9.593617713,8.250088474,8.275701178,8.434030069,8.216543685,9.236492497
b1377,7.150539254,7.427414692,7.486446439,7.589312298,7.429146978,8.187470768
b1897,9.640243049,9.721863777,9.477176736,8.786823379,8.703171369,8.5900981
b3034,8.910991614,9.183449802,9.162604353,9.345625449,9.126229654,9.925173987
b4239,7.569636188,7.78008557,8.059789657,8.231334081,7.832232413,8.872774446
b2215,12.01123798,11.92812392,12.1425065,12.14265041,12.03604188,12.21769719
b3956,9.241236562,10.23926436,10.52546592,10.69163728,10.70714503,10.78899506
b3397,8.816372811,9.779512899,9.630680406,10.32132003,10.02369066,10.89139339
b0062,7.787528075,7.628155237,7.915145448,8.125055004,7.528948683,8.969676918
b0411,9.229631328,9.404271514,9.969042903,10.35615906,9.901940816,9.900275084
b0957,12.21020857,12.10353003,12.34027463,12.17125758,12.15170111,12.26593176
b3600,9.49868432,9.383863876,9.369359754,9.339959263,8.723779547,10.30102409
b0822,8.017154651,8.920441752,8.872026106,9.346830672,9.375958416,9.51274314
b2540,7.650149387,7.913255611,7.843715493,8.491665644,8.062923212,9.629862075
b3608,9.849543921,9.925474472,10.13804995,10.06015585,9.802840751,10.3781831
b3875,7.229074786,7.614393828,7.882621775,8.143654744,7.806970053,8.82562182
b4119,8.714938248,7.821664614,8.111384701,7.961615979,7.44405285,8.752722844
b2538,7.980570275,8.294212768,8.135045312,8.293541965,7.9854163,8.442867982
b2539,7.636773267,8.128672013,8.082325404,8.263722985,7.944960208,8.86127866
b1701,7.054081931,7.474212304,7.354171014,7.571753274,7.164041703,8.04731704
b2542,7.564228863,7.710372515,7.831088019,8.190516837,7.821611229,8.992433123
b2802,8.056332353,7.702950098,7.82454419,7.867221515,7.465366925,8.140770108
b1805,9.985409113,8.591505575,9.555690814,8.018653037,7.851323836,7.94498264
b2803,8.167025143,8.156713046,8.274022908,8.378151709,8.313659538,9.19080062
b2800,9.816790685,8.656857394,9.239306138,8.328053783,7.553981019,9.367916413
b2541,7.135881896,7.510597556,7.498605156,7.849961675,7.45035164,9.050083464
b1646,9.873586284,9.379031485,9.596552117,8.873464605,8.811113064,8.916426624
b0616,7.32600023,8.19208758,8.382186591,8.690697027,7.865289273,9.135784594
b2738,7.650628289,7.839515668,8.019029594,8.26042162,7.779826753,8.953552637
b2206,8.259215476,7.834813296,8.167750854,8.078828332,8.143104673,8.185919142
b0617,7.109818596,7.320149887,7.630693316,7.921964116,7.387326993,8.106652976
b2203,7.552520053,7.808443706,7.872002852,8.184452955,7.688859998,8.631891638
b0614,7.483851962,7.954039254,8.078996764,8.503709993,7.770288761,8.991904017
b0335,9.129536878,8.035143871,8.172020136,8.626765891,7.799862044,9.638428419
b2204,6.956335191,7.682999031,7.744235339,8.200033115,7.428945523,9.189030432
b1236,9.701136959,10.15601028,10.39531701,10.44517267,10.347994,9.91338045
b0615,6.812287496,7.34906446,7.56014932,7.93003342,7.232694252,8.779052581
b2205,7.326738342,7.774558158,7.951081595,8.110241313,7.448972667,8.423601039
b2052,6.756839342,7.105594325,7.51010699,7.547472416,7.473077741,8.25748055
b2202,8.633413098,8.392550083,8.414042866,8.416268852,8.193876011,8.323565192
b1636,8.023757907,8.550154246,8.546448143,8.766010052,8.268868938,8.895197492
b0179,10.32265275,10.75162044,10.76021894,11.06907213,10.860031,11.24340141
b0980,7.683095661,7.950356861,8.066222091,7.830899104,7.598813146,7.898976272
b0091,8.876157131,9.158635124,9.256211868,9.45584569,9.423235233,9.993552827
b1277,8.65594652,9.119151806,9.450199216,9.500286876,9.452970738,9.317915708
b0383,7.901331046,8.079971061,8.027483872,8.499509056,8.277323996,9.233244699
b0088,8.482581435,8.283392548,8.573981534,8.563207597,8.517477045,8.836099646
b1465,7.23779652,7.564801581,7.604376774,7.867744787,7.447033702,8.662909885
b2752,8.949820688,9.286651998,10.58366325,10.16171121,8.609913278,9.256706121
b2751,9.781115628,9.836079057,10.63166511,10.49548315,9.983818958,10.74132086
b2799,9.502740995,8.336568267,8.835131239,8.015328374,7.565593436,9.006527184
b0505,8.091075701,8.034230222,8.104024207,8.257561373,8.409636581,8.728785073
b1226,7.295001057,7.116424704,7.358063849,7.436284545,7.323928945,8.074498198
b1466,7.172049576,7.452905631,7.533373074,7.503049903,7.08411202,7.73154614
b0350,7.037097028,7.334744405,7.637050558,7.479401274,7.107348384,8.135521077
b0352,7.401772524,7.902390468,7.909477402,8.258693914,7.770395009,9.223562131
b3902,7.309848218,7.647731881,7.846777959,8.049138075,7.957830719,8.661296866
b1224,7.065110644,7.617114234,7.591694504,7.731472202,7.330927236,8.338320535
b0347,7.310109171,7.726607611,7.840213028,7.976037267,7.950477678,8.696544778
b0726,10.9456888,10.55941088,10.32936203,10.18189061,9.956794146,10.64812171
b1468,6.568811368,7.055088723,7.195906679,7.08360286,6.617736772,7.549970016
b0727,11.00500388,10.53017074,10.29681645,10.15691624,10.14067428,10.65499384
b2705,7.871741835,8.039799382,8.103130071,8.459645164,8.036355003,9.1509758
b1227,7.376501575,7.723692909,7.876408198,8.160965347,7.659717656,8.89113104
b3945,7.693151257,7.827896054,7.842194967,7.955113793,7.568911745,8.892183748
b1467,6.922213179,7.442491584,7.404891298,7.722441307,6.951590083,7.992566308
b0131,9.592117708,10.567329,10.68010097,11.02358642,11.02121175,11.14619547
b2091,11.29450169,10.32236655,9.291180197,9.38479547,9.198470274,9.684414297
b1225,8.155691948,7.91915624,8.011118487,8.110843208,7.972423059,8.693261394
b0086,8.292713054,8.244952733,8.648584356,8.704923863,8.561529259,8.954055747
b1602,10.35064542,10.60141975,11.10799861,11.34509785,11.31425238,11.156958
b3137,6.989474112,7.694689711,7.775082055,8.18751954,7.128030194,9.343259316
b1603,10.39802305,10.83376737,11.24217626,11.49831197,11.38842027,11.45721319
b2096,12.88658803,12.55583198,12.74364262,11.44620963,11.25443298,11.69666377
b3132,7.074769221,7.089935652,7.470180738,7.646144872,7.118388026,8.284345252
b0096,11.33991497,11.18078526,11.14379274,11.23863099,11.21877591,11.66094225
b0181,9.61591001,10.07527636,10.15486052,10.69068896,10.57979795,10.79040721
b0997,7.76892398,7.984629348,8.089836303,8.213952023,7.701434977,9.063698537
b2095,12.97216674,12.55427254,12.54185113,11.46363294,11.22032932,11.66013459
b4323,9.462195792,7.718810421,8.213635274,8.195993559,7.84447236,9.352146359
b1873,7.369001962,7.645918277,7.574188637,7.84259968,7.407060939,8.891203324
b1521,11.13119327,7.684426905,7.858715037,7.682545942,7.622572067,8.424954416
b3385,9.400167084,9.645803454,9.811886547,10.17685174,10.06439039,10.36323146
b2019,10.37608484,10.76752856,10.49295934,10.83157134,10.766785,10.83157475
b2020,9.509708426,9.620978863,9.621258561,9.65985702,9.529366191,9.88962508
b1872,7.422220183,7.564585817,7.567072005,7.380506413,7.190695402,8.282009482
b2022,8.996771997,9.502925361,9.370088128,9.508769369,9.436325629,9.176291115
b0507,7.735773284,8.152356757,8.293991077,8.760716981,7.899027263,9.936762221
b0996,7.050092597,7.409057143,7.324787438,7.708766009,7.413152525,8.421008724
b3061,7.533344242,7.945790332,8.117984369,8.369179139,7.856554826,9.096086239
b1207,10.08999493,10.6557423,11.0625794,11.20693347,10.77092383,11.13132987
b2342,9.253535587,8.428463572,9.100938714,8.214378325,7.97589909,8.597980856
b3062,6.792645492,7.304687917,7.602771825,7.769897938,7.207346352,8.624433967
b3845,8.856432861,8.191059269,8.237223918,8.256604893,7.737819723,9.607865405
b4388,8.077794183,8.456343994,8.456436677,9.022388606,8.759752381,9.529561471
b3709,9.630477659,8.421554647,8.471265846,8.947575961,8.372048647,10.18227921
b3528,10.09520679,9.199412719,10.66258764,8.324686834,7.61396499,9.034829338
b1907,7.668151186,8.004588118,8.129265767,8.530828952,7.957037493,9.272853772
b4111,8.489730821,9.314409597,9.3306483,10.04983803,10.22175531,11.10680432
b0010,8.333255333,8.217412198,8.397755642,8.825711046,8.507884451,9.89304388
b3566,9.386901208,7.815281993,8.194814419,8.269257852,7.851518798,9.402976089
b4138,9.028027644,8.803278981,8.925139296,9.228340634,9.123776611,9.097392969
b4123,7.727065842,8.042652043,8.053662474,8.554964046,8.136618393,10.0804601
b3567,7.975943489,7.934155092,8.051952768,8.313345262,8.108997064,8.787092329
b1386,7.526364455,7.822871091,7.851007005,8.010056453,7.518031329,8.623279467
b0621,7.704123626,7.989468286,7.96658398,8.308903729,7.841188747,9.302775586
b4071,7.566892793,8.026008464,8.136930813,8.182138574,7.866118895,9.037126995
b3568,8.220484569,8.378285624,8.643899888,9.012518977,8.505285491,10.32661055
b3578,7.349411869,7.797284399,8.14126579,8.550515949,7.905509592,10.02839173
b2417,11.92205744,11.82935667,12.10250674,11.91146295,11.99432025,12.11260096
b3579,7.236493663,7.578022272,7.701441408,8.052879559,7.452852316,8.94117923
b4073,7.485319082,7.979572368,7.985951547,8.445349237,7.884913571,9.69499167
b2429,8.367421613,8.351579855,7.740739244,7.74664008,8.440120824,7.198362678
b4072,7.037997141,7.809495437,7.98981529,8.321780151,7.545118217,9.118051122
b3577,6.557411576,7.258691435,7.532445351,7.918612608,7.191223276,9.001932224
b2422,9.917951732,9.64392157,10.08672028,9.93318885,9.524668142,10.02206561
b3089,10.81289055,10.24128922,10.40072375,9.899438373,10.08715875,10.48870807
b4070,7.270352984,7.865720129,8.208473322,8.672902994,8.026283163,9.912193918
b2425,9.597129713,9.543575372,10.74624314,10.61106276,8.602078313,9.727388525
b3917,7.306611628,8.113164683,9.528556903,9.211873771,8.066663645,9.528300535
b3679,7.3149408,7.81430145,7.973041971,8.760584911,7.81303763,10.6346547
b2153,11.21652688,11.89430054,12.00935662,11.91373802,11.86838791,12.16788785
b2423,9.193055276,9.178661995,9.587350342,9.766522348,9.13643361,10.31779456
b0153,8.063994531,8.346972521,8.511371928,8.832411973,8.497803834,9.991565164
b0765,8.396921447,8.386088687,8.222602929,8.507596648,8.150408464,8.951110935
b0152,7.821558801,8.138313452,8.278129982,8.551488607,8.204017685,9.446543726
b2424,9.60914887,9.198810873,9.817829852,9.731049312,8.784647698,10.62626405
b0151,8.799778012,8.981613075,9.012361017,9.189050359,9.048887002,10.01831018
b0110,8.980775788,9.122058356,9.345516436,9.320257834,9.086870306,10.20745799
b3063,7.834076056,8.422161805,8.438823803,8.810025361,8.26264287,10.29784283
b1463,8.434439108,8.563859971,8.345721669,8.361424008,8.202014821,8.817332843
b1711,8.070158696,8.480197756,8.321159211,8.70399553,8.495012712,9.11816966
b1709,8.577756945,8.758421047,8.714192969,8.558139343,8.481135587,8.813690612
b2913,10.06418912,11.25168603,11.32387674,11.49752575,11.65794431,11.32544435
b0158,7.781300656,7.907860778,8.090132408,8.408800846,8.047578811,9.119032569
b2223,7.327983428,7.412440948,7.481719055,7.70564491,7.462631469,8.40471916
b4219,9.060281265,9.021870758,9.207424393,9.071326299,9.283427581,9.248063473
b0367,7.168477082,7.408614241,7.495500204,8.053537012,7.2243007,9.440225228
b0365,7.434550489,7.895911533,8.20018617,8.344745969,7.758154567,8.913143104
b1101,9.713619655,11.00616757,11.5424726,11.20254034,11.01847396,11.09623183
b0366,7.147287694,7.390311245,7.696208809,7.957374695,7.221983202,8.473655461
b0679,9.803633024,9.272197096,9.629399472,8.748560276,8.877568141,8.144559155
b2393,7.930754417,8.180191813,8.545993454,8.373274171,8.098702869,7.275940577
b1818,11.23450758,11.07061984,11.51928614,10.60131101,10.19153533,10.13304922
b1817,11.58179674,11.39143733,11.92447138,10.73116747,10.36379995,10.41475358
b1778,10.98100529,10.49294269,10.78378369,10.4785742,10.5245108,10.73083909
b2964,8.757501784,8.600271801,8.968568984,8.862324254,8.519371246,9.685842462
b2871,7.274886789,7.510303397,7.85893785,7.941794292,7.526793189,8.408809424
b1819,10.96995561,10.96915299,11.31244814,10.5816829,10.38534653,9.863896004
b3224,8.805202484,7.517049031,7.804711383,7.944301166,7.470170594,8.708815253
b3849,8.327789928,8.628607551,8.676156455,9.119315484,8.830684223,10.25354218
b0932,9.868272366,9.861499247,10.11801787,9.851077963,9.782487633,9.907520725
b3747,8.125293638,8.403946785,8.492379473,8.897211878,8.482390253,10.03354712
b0311,7.867664251,8.049855622,8.317759818,8.400621815,8.076606983,8.804446079
b3290,8.719355862,8.842378553,8.910012369,9.221475703,9.10619649,9.929778655
b4381,8.737122121,8.59767924,8.896216579,8.712811382,8.414120386,9.087701404
b1291,8.298902961,8.271861181,8.426700651,8.583872913,8.242874763,9.309826636
b0590,9.166296057,9.589903774,9.374486579,9.58739324,9.609768239,10.00060664
b0588,8.550900142,8.635819486,8.868820184,8.999936017,8.849605433,8.880337677
b4260,9.232820904,9.14020413,9.305073099,9.463893032,9.476789361,9.004439329
b1363,7.856715235,8.274064994,8.100575125,8.290631337,8.48070124,8.270068161
b0237,9.928812873,10.16687853,10.39168163,10.35486762,10.39953052,10.50287484
b0592,8.442018845,8.989826864,9.19691188,9.018607803,8.891014488,8.451116436
b0589,8.461183586,8.670486244,8.598471212,8.733124734,8.730467553,9.150327291
b1250,8.554160731,9.202637845,9.16789225,9.130452356,9.142886455,8.574001152
b2841,7.767233388,7.735744774,8.067793569,8.207753677,7.798563436,8.950658464
b2132,7.605915038,7.971093253,8.173699384,8.115981183,8.028897451,7.823880042
b2587,12.07534318,11.8878927,11.894964,11.86101058,11.93036582,12.01144359
b2239,11.81278009,10.5738838,10.71590058,8.928820988,8.495403239,8.501588682
b4031,7.80741033,8.342745384,8.479599752,8.91657459,8.261918525,9.998877023
b4169,8.311000842,8.578158363,8.53758665,8.730094215,8.159906107,9.822201158
b2435,8.703858088,8.868770025,8.985285567,9.251077805,9.097794058,9.861208164
b2308,8.662185903,8.586820134,8.843956346,9.411459424,8.621099673,10.4779224
b2310,11.14833047,9.88919362,10.59213672,9.783900226,9.660208735,10.79870273
b0068,8.385974808,9.103880509,9.252743577,9.213950314,8.821131047,9.236889527
b0862,9.674403423,9.179678275,9.230858011,9.446959054,8.849282947,10.08876813
b0067,8.043413722,8.394675879,8.520024427,8.894317603,8.333635743,9.756124274
b0863,10.71492316,9.931506694,10.30331858,9.996721781,9.599451078,9.516757395
b0066,7.930435791,8.041175981,8.323420332,8.447543721,8.14212972,9.302746233
b0864,9.549522065,9.303484699,9.41394842,9.613096819,8.943104291,10.20959358
b0867,8.518373231,8.389072471,8.473418374,8.28532394,8.171106159,8.502394067
b2406,6.780467094,7.520240642,7.632450486,7.950839282,7.373106387,9.25691822
b1654,10.20632526,10.96322913,10.86078933,11.52521226,11.365123,11.37711959
b0860,10.05928545,10.32012172,10.71107153,10.9725045,9.709885667,11.28027261
b2306,8.501406444,8.652739425,8.902985068,9.23008584,8.73845033,9.398966589
b0861,9.064933872,8.867963005,8.852302553,9.144452254,8.644758012,9.449406479
b2307,8.855369568,8.720022279,8.864387781,9.339111229,8.596098387,10.2775286
b3610,10.16111366,10.42649635,10.77615112,10.77226449,10.8149446,10.70930557
b3456,9.338418234,9.277724435,9.760665577,10.05091605,9.893058128,10.68191437
b2675,9.821928426,9.636363083,9.601204212,8.880426154,9.117846067,8.568900487
b3455,9.714597089,9.140013347,9.692095644,9.878115065,10.12205238,9.388346284
b2676,10.0973715,9.838565951,9.851631777,8.842899147,9.084823567,8.106743432
b3454,9.558968266,9.558397128,10.03998159,10.38612084,10.56352113,10.21566632
b0849,9.208243212,9.749804328,9.675804882,9.624942415,9.212083903,8.815416871
b3457,8.916049184,8.844718655,9.365751191,9.72613645,9.414748996,10.15870908
b4194,7.291226044,7.701986126,7.768156275,8.088316899,7.747957734,8.412046418
b4195,6.361345086,6.749845178,7.153269713,7.187867917,6.88888203,8.141023761
b4240,7.803664715,8.052664025,8.211766076,8.282504063,7.880774904,9.208683233
b1064,10.44035671,10.3554967,10.77533047,10.33336999,10.15921969,9.955940003
b3161,7.978260767,8.587934709,8.38236414,8.825952313,8.292669306,9.998524497
b0112,10.0793823,10.09501995,10.39039646,10.78772447,10.86595559,10.68380849
b0653,8.577747273,8.857210808,8.772758841,9.328840119,8.868043063,10.43625156
b3336,10.12256665,10.15803614,10.06373902,10.46183497,10.13603081,10.51640536
b3805,9.627344455,9.358802535,9.481517646,9.47567342,9.592975172,9.858047531
b0123,7.702066042,8.045966657,8.145302474,8.183253441,7.931741184,8.337422923
b1192,8.399960246,8.628633778,8.793181946,8.744960406,8.83864814,9.229152298
b0655,11.05578225,10.75491831,10.88545438,10.72630697,10.58263017,11.62704829
