,con20.9%,con2.8%,con1%,con0.5%,con0%
YBR187W,9.605956546,10.16756727,10.1777677,10.08972958,10.42391334
YBR188C,8.747020408,8.552789315,8.340321552,8.359932922,8.372354588
YBR189W,12.28336352,12.59477075,12.43587339,12.2486392,12.63806739
YBR191W,12.38509659,12.59558434,12.46500666,12.33812767,12.64241225
YBR192W,7.808793895,8.039805529,8.124405132,8.072542809,8.430287463
YBR193C,8.329205345,8.103193999,7.960930477,7.955101162,8.230727722
YBR194W,8.170611608,8.550791585,8.511020264,8.57435497,8.721841754
YBR195C,8.954392988,8.999967288,9.120301287,9.207663118,8.674690706
YBR196C,12.9912189,12.8591122,12.89950708,12.92075709,13.09097285
YBR196C-A,4.633737912,4.789854512,4.651863837,4.576068578,4.532849501
YBR196C-B,4.570265762,4.756498704,4.680732374,4.630153787,4.624846619
YBR197C,7.620266113,7.621768033,7.625334924,7.750004942,7.62881415
YBR198C,9.80487704,9.791573144,9.826098348,9.784982454,9.821088092
YBR199W,10.70075895,10.38926064,10.48186593,10.48968538,10.71998
YBR200W,8.576579549,8.919324956,8.950345038,8.87415715,8.808024374
YBR200W-A,4.177105509,3.978409314,4.009416126,4.158574749,4.140094088
YBR201W,8.681581155,8.890554889,8.76806405,8.667578345,9.064342601
YBR202W,9.620184581,9.993410123,10.13327853,10.07181046,9.89177994
YBR203W,7.369154576,8.075036478,7.911081933,7.730065774,6.960533267
YBR204C,9.205871908,8.706534843,8.914225581,8.824582302,8.752759734
YBR205W,10.0492036,10.23750507,10.1472396,10.22700767,10.23691569
YBR207W,11.14164172,11.37929675,11.33139107,11.22421314,10.51758726
YBR208C,8.635003397,9.366399888,9.263589311,8.74776389,7.431939084
YBR210W,8.707780481,9.126584679,9.094034798,8.938656036,9.404934712
YBR211C,7.612362175,7.918515217,7.829658274,7.594883703,7.870604145
YBR212W,10.20648913,9.336649987,9.371849474,9.376021607,9.073772499
YBR213W,9.241311392,9.901402344,9.788949685,9.943954392,9.404663128
YBR214W,11.37582794,9.372850619,9.960126191,10.1367236,10.31152071
YBR215W,8.343966384,8.13101231,8.074906537,8.27001818,8.221301446
YBR216C,7.504256552,7.568059821,7.58399278,7.514022192,8.053158324
YBR217W,7.870859609,7.696982198,7.588135068,7.761599528,7.790528527
YBR218C,11.31883118,11.4935979,11.52368883,11.61923009,10.96967164
YBR219C,7.452670073,7.220389152,7.10862539,7.161326764,7.148542105
YBR220C,8.00074857,8.337459181,8.275807761,8.406241342,8.007083738
YBR221C,12.16341384,12.36289939,12.43528705,12.36358248,12.07355117
YBR221W-A,3.836697504,3.829043296,3.76337218,3.743348912,3.641542513
YBR222C,10.78242507,9.469131996,9.662495255,9.416935417,8.719969041
YBR223C,7.854224589,7.57771985,7.494536946,7.555360106,7.674683287
YBR225W,9.116837708,8.72536299,8.889921586,8.708118643,8.750406044
YBR227C,8.795863203,8.661589056,8.529994594,8.4842596,8.808030028
YBR228W,7.805992964,7.776248182,7.661741596,7.767137773,7.582648878
YBR229C,8.799426292,8.361922245,8.402469942,8.29347576,8.409753678
YBR230C,13.19363114,12.59430227,12.55271892,12.53656651,10.67640206
YBR230W-A,10.67398376,10.6558075,10.77249318,11.00299815,10.77832533
YBR231C,9.409152218,9.059500777,9.115942632,9.232014394,8.925909261
YBR233W,8.789016858,8.482837913,8.43782453,8.456626851,8.109971059
YBR233W-A,7.717570225,8.028144817,7.904243957,7.944834215,8.074347338
YBR234C,10.49720268,10.53139157,10.51335269,10.52557327,10.9228371
YBR235W,7.505082187,7.432354563,7.366130702,7.460111161,7.264980432
YBR236C,9.199341047,9.402344806,9.223076479,9.208722879,9.522088684
YBR237W,7.740007022,7.591445907,7.610048522,7.621466577,7.616949904
YBR238C,5.105540443,5.820658295,5.619607446,5.460559127,6.975811375
YBR239C,7.656366933,7.946336618,8.036682344,8.229077329,8.058797314
YBR240C,7.269374223,7.140548276,7.082942898,7.085076896,6.919477491
YBR241C,11.12275112,9.893721929,10.30609846,10.357084,8.875822489
YBR242W,9.121590086,9.451044456,9.201142462,9.325398895,8.832719909
YBR243C,8.809819229,9.244380078,9.145739895,9.054658405,9.381934314
YBR244W,7.919822461,7.455522892,7.241458103,7.320161257,7.244462178
YBR245C,8.979688472,9.129878778,9.087851176,9.149647167,9.015427014
YBR246W,8.037346007,8.385491135,8.329389045,8.310196106,8.502245608
YBR247C,8.62960985,9.14273952,8.896518611,8.845848631,9.128782408
YBR248C,9.864476147,9.916376527,9.79298273,9.945420418,10.03096746
YBR249C,11.31474219,11.44433854,11.53937336,11.49837536,11.4571539
YBR250W,4.992132789,5.128104137,5.179440838,5.330180855,5.488115395
YBR251W,8.778505598,9.344086421,9.49824505,9.409279727,9.364663263
YBR252W,9.786268074,10.11834787,10.07265787,10.05045024,10.30041545
YBR253W,8.332030256,8.609635949,8.580090099,8.719043493,8.526466093
YBR254C,6.89573464,7.617328146,7.747565949,7.572515101,7.842889807
YBR255C-A,10.65520906,10.79346553,10.76664666,10.73862932,10.28898122
YBR255W,7.692718117,7.464747636,7.480321659,7.469444024,7.671240181
YBR256C,10.56175379,10.26246172,10.34281915,10.34098186,10.37803612
YBR257W,8.033220363,7.785729341,7.707133134,7.782597641,7.694799428
YBR258C,5.825579096,6.08809798,6.061572772,6.10702871,5.709428154
YBR259W,5.58804522,6.076710152,6.053098147,6.045403362,6.126820503
YBR260C,9.713315129,9.576933222,9.786946593,9.859158606,9.966891757
YBR261C,9.363419011,9.577231421,9.269538364,9.286223653,9.589906065
YBR262C,10.45410783,10.96325395,11.04065921,11.13162746,10.68122571
YBR263W,11.06012116,11.04552402,11.01258857,10.99462924,10.86352268
YBR264C,9.03975432,8.942250462,8.822816213,8.787583231,8.90003729
YBR265W,10.23019061,10.40462407,10.4738359,10.47173182,10.37249764
YBR267W,9.208182841,9.525301838,9.412871543,9.539597293,9.224774848
YBR268W,9.018250167,9.794751795,9.901211354,9.983980677,10.14892449
YBR269C,11.51719512,11.23331942,11.24594323,11.2441965,10.81475247
YBR270C,7.966642055,7.238283595,7.389566027,7.524567993,7.431402149
YBR271W,7.274715422,7.645661584,7.493515841,7.643019094,7.575830543
YBR272C,8.354000812,8.525764569,8.506800083,8.375300267,8.255764081
YBR273C,10.3692039,9.666980376,9.756036251,9.876173503,9.908396144
YBR274W,8.761558194,8.659496629,8.714359305,8.616112477,8.921135663
YBR275C,6.7610886,6.645378503,6.873356544,7.123053377,6.803746538
YBR276C,10.04605752,9.93026101,9.978439883,10.09904792,10.06054277
YBR278W,9.77120213,9.35774043,9.204463298,9.259260961,9.137806291
YBR279W,9.835601377,9.668094732,9.61725569,9.697041172,9.845869538
YBR280C,9.595500256,8.477590247,8.39649815,8.370988863,8.088100737
YBR281C,8.595167367,8.790880385,8.673244098,8.681988028,8.763289323
YBR282W,9.821800268,10.22201585,10.21560583,10.21200107,10.39343392
YBR283C,11.40921045,11.61955604,11.60999921,11.56270396,11.69148841
YBR284W,7.503251602,6.870770152,7.005387845,7.043009639,7.048969712
YBR285W,9.69385683,9.408309904,9.027920916,8.578398689,8.633790947
YBR286W,12.65378574,11.86256629,11.88487495,11.87039631,12.29325561
YBR287W,9.333379727,9.750166195,9.832707333,9.522657076,9.362503282
YBR288C,8.427456343,8.72498297,8.729013682,8.593145148,8.856536908
YBR289W,9.306351691,9.115324478,9.156331637,9.30927794,9.125963693
YBR290W,9.693326334,9.614670521,9.435179248,9.27010806,9.475752938
YBR291C,9.906351048,10.51845905,10.22694404,10.33596598,10.3415503
YBR293W,7.353547346,7.641743721,7.552313466,7.657544428,8.003191108
YBR294W,12.08931202,12.94021408,12.4259647,12.0872859,12.40941759
YBR295W,9.348096989,8.905433064,8.344329923,8.244105737,8.094380673
YBR296C,8.424268104,8.385097013,7.884375438,7.589696436,7.36984001
YBR296C-A,4.194253848,4.110580582,4.0307897,4.021629347,4.089711505
YBR297W,8.852965837,9.806003526,9.756477283,9.430746773,9.994966926
YBR298C,10.33427807,10.17529078,10.38533252,10.46123284,10.62017195
YBR298C-A,5.269454789,4.517055715,4.513472227,4.316269463,4.790799304
YBR299W,11.42372181,11.95278303,12.71916805,12.93300854,13.25295726
YBR301W,7.701781758,6.350446261,6.759557531,6.761932365,12.43318797
YBR302C,9.413034506,10.48542109,10.74694554,10.83579383,11.49820943
YCL001W,10.39591687,10.55046606,10.39722045,10.19597605,10.4519487
YCL001W-A,4.268861315,4.147120548,4.15319058,4.144111221,4.241027792
YCL001W-B,3.748247473,3.708856334,3.714166279,3.612731267,3.767803254
YCL002C,7.896183166,8.24570958,8.130057331,7.903214951,8.148077754
YCL004W,8.100903076,8.219171463,8.388467411,8.288577412,8.376237625
YCL005W,8.204474036,8.614877087,8.555487239,8.348848554,8.377456764
YCL005W-A,10.99540841,11.54810553,11.44973935,11.33098396,11.62592515
YCL008C,9.422581082,9.150869381,9.335967359,9.516697203,9.181667423
YCL009C,12.61960369,12.33549862,12.40222737,12.50643131,12.27250634
YCL010C,9.266970966,9.011079859,9.072118548,9.158568552,9.491259638
YCL011C,10.31091574,10.31943083,10.3152357,10.27059861,10.33493387
YCL012C,9.722004312,9.100013439,9.062882725,8.920403994,8.855903543
YCL014W,8.756367604,8.880779785,8.866759015,8.835364854,9.182220298
YCL016C,8.346389097,8.3456258,8.348543461,8.319065881,8.041435987
YCL017C,10.04067398,10.19936304,10.32341195,10.2327468,9.944067217
YCL018W,11.4759768,11.71063169,11.68194501,11.75279702,12.11550464
YCL021W-A,8.066963035,8.649912934,8.455870238,8.631271503,7.668576089
YCL024W,8.284868247,8.299064912,8.541372963,8.729801615,8.26328282
YCL025C,8.184233082,9.22647045,10.31770487,11.2468711,11.05225953
YCL026C-A,6.165185795,5.815751779,5.697919831,5.53298677,6.145046574
YCL026C-B,9.385086955,9.831545453,9.371034621,9.444397646,9.688039109
YCL027W,8.692063331,10.62575974,10.57371855,10.44548358,7.245140365
YCL028W,10.57429553,10.3623605,10.30928601,10.39929833,10.20317937
YCL029C,8.371979713,8.11782037,8.017888726,8.153626117,8.252530883
YCL030C,12.1706119,12.30660325,12.4906202,12.64594382,12.89800698
YCL031C,9.082396498,9.180599498,9.132066032,8.850409213,9.139198486
YCL032W,9.147310773,8.841033173,8.72808534,8.566116597,8.466685978
YCL033C,10.50101718,10.22330252,10.18630512,10.26498654,10.05308755
YCL034W,10.71599475,10.51863411,10.55351299,10.63098947,10.5084335
YCL035C,11.52366992,11.46584152,11.51777829,11.45485875,11.85493766
YCL036W,7.00670112,7.789688275,7.930567361,7.69786561,7.052937976
YCL037C,8.944590078,9.12769649,9.181133474,9.181162234,9.084631556
YCL038C,9.016984062,8.645144165,8.941091476,8.821119872,9.171529022
YCL039W,10.41814343,9.607631662,9.86133138,9.889857427,9.746560601
YCL040W,13.08362576,12.60492562,12.94045421,12.97277686,13.03425211
YCL042W,4.843989376,4.665478112,4.764502047,4.693109804,4.741841325
YCL043C,12.9342691,12.69700392,12.81789902,12.93087672,13.03972225
YCL044C,9.715117377,9.185766254,9.096325494,9.166178629,8.944415065
YCL045C,10.88686539,10.80100127,10.81943662,10.71106976,10.73161103
YCL047C,8.27498184,8.435792589,8.547348434,8.508402003,9.021740315
YCL048W,4.298862608,4.21753152,4.30759939,4.599802803,4.524698903
YCL049C,9.815115887,9.68439016,9.92877993,10.05231404,10.4673739
YCL050C,10.5739699,10.34312181,10.28710564,10.16293149,10.85775805
YCL051W,8.805589564,8.595239298,8.65242252,8.771635034,8.635230063
YCL052C,9.49344085,9.535122605,9.560664978,9.557580914,9.317425629
YCL054W,7.729630599,8.038356089,7.964747265,7.90931897,8.061786419
YCL055W,9.59172421,10.23351463,10.09801946,9.859727702,7.896919348
YCL056C,9.662349874,9.86487719,9.681903355,9.56328727,9.651498485
YCL057C-A,13.10144911,13.3404821,13.48901076,13.59815943,13.00754278
YCL057W,10.09748286,10.15124553,10.24895944,10.31342281,10.51502392
YCL058C,5.578618264,5.41258801,5.415691894,5.467437511,5.366055588
YCL059C,8.417057365,8.66935526,8.31137397,8.328688634,8.638641061
YCL061C,8.4827008,8.378602238,8.453749155,8.679992212,8.561675599
YCL063W,8.204271721,8.48226471,8.45175882,8.289352212,8.717199627
YCL064C,6.329309345,5.446347335,5.576405162,5.665052835,5.2027775
YCL066W,9.456621518,10.40532349,10.25573332,9.957690623,8.625637603
YCL068C,6.931485273,6.451815439,6.264498667,6.188202034,6.505056152
YCL069W,5.051938283,4.500751155,4.291116036,4.189798076,4.476927015
YCL073C,7.165610463,7.085385203,7.249327629,7.193516325,7.247490635
YCR002C,10.01572863,10.4624807,10.35533931,10.26943035,10.46998181
YCR003W,9.385232197,9.845649019,9.985385081,9.929652087,10.12009511
YCR004C,12.36178843,12.1449369,12.03635163,11.88584619,11.70427581
YCR005C,11.54567096,12.07445409,11.73386782,12.08473144,13.5025298
YCR007C,6.10587104,6.068673638,5.864218874,6.147479427,5.91089255
YCR008W,9.494431933,10.01609089,10.09570308,10.07553864,9.745682415
YCR009C,10.75021151,10.9787246,10.85240829,10.76022336,10.66086504
YCR010C,12.03612855,7.660740916,5.840671827,5.91230677,5.11893232
YCR011C,10.84291314,10.45304169,10.60422274,10.70504979,10.58132057
YCR012W,13.78389379,13.6133568,13.76780313,13.75294721,13.83425462
YCR014C,6.087980165,5.665345191,5.709101387,5.55982697,5.405393919
YCR015C,7.43190126,7.426222863,7.23292171,7.003191633,7.121763143
YCR016W,7.781079317,8.352468836,8.117023851,8.153996543,8.591876168
YCR017C,9.985894208,10.1425962,10.14630084,10.16395945,10.46568123
YCR018C,10.55395393,10.42414067,10.19350517,10.41338759,9.979199467
YCR019W,8.598923713,8.595635606,8.685115727,8.687519351,8.707459673
YCR020C,7.738215763,7.080654725,7.05840641,7.114878949,7.204812864
YCR020C-A,8.391925098,9.099596798,9.091726655,8.907035804,9.206523912
YCR020W-B,4.458509178,4.84429605,4.734830873,4.529243385,4.880639409
YCR021C,11.59740608,7.898877918,9.688362586,10.33829281,8.358190379
YCR023C,8.754715198,8.944625151,9.281897987,9.299652746,9.174550017
YCR024C,8.056271666,8.291926881,8.305569328,8.439614203,8.204754642
YCR024C-A,12.0584413,11.95991625,12.18591106,12.14361046,12.18620653
YCR024C-B,12.50255398,12.31599384,12.46553988,12.5577878,12.4123871
YCR026C,8.328543629,8.284317881,8.285554159,8.56537119,8.398774416
YCR027C,7.167974578,7.647184118,7.470640583,7.306238105,7.61902991
YCR028C,8.328812145,8.26547606,8.174905112,7.954435454,8.216264102
YCR028C-A,11.60903051,12.08176039,11.98288103,11.81614327,12.04986578
YCR030C,9.746120981,9.444390339,9.640285576,9.606415064,9.617459803
YCR031C,12.63599102,13.17326748,13.05539672,12.94902678,13.12685606
YCR032W,8.451510709,8.436865176,8.57994685,8.535073982,8.536952611
YCR033W,9.675582892,9.601561653,9.759375842,9.902612512,9.839955365
YCR034W,9.397685864,10.15878802,10.08414836,9.890123332,10.32852275
YCR035C,8.091575821,8.184159924,8.187284721,8.215116789,8.301284976
YCR036W,8.606887704,8.688554685,8.803121553,8.815452671,8.716518699
YCR037C,8.952074119,9.291446249,9.065986327,9.210716292,9.29395778
YCR038C,7.499332625,7.226617264,6.947970127,7.080369215,6.839188541
YCR042C,8.645775409,8.677857887,8.637587764,8.816298926,8.493474093
YCR043C,7.578835447,8.624008107,8.36843447,8.119414669,8.497917689
YCR044C,8.731443323,9.243551996,9.298020656,9.04750791,9.44173593
YCR045C,4.961952075,4.520956087,4.480011554,4.447998738,4.592066238
YCR046C,10.84512313,11.32163338,11.48010199,11.54749326,11.41920053
YCR047C,8.886762944,8.751067658,8.858433401,9.042033096,9.371611003
YCR048W,8.285007626,7.672954878,7.682222679,7.885422152,10.12634683
YCR051W,10.3030999,10.08098737,9.729367717,9.846582104,9.764026027
YCR052W,8.582802944,8.516515588,8.525455432,8.497035272,8.478445064
YCR053W,11.25788978,11.28126167,11.1486917,10.97088347,11.48732548
YCR054C,6.226368504,6.708979792,6.418196952,6.47649378,6.681053455
YCR057C,7.538166493,8.360731013,8.219629037,8.146166509,8.425906225
YCR059C,9.193038194,9.000990513,9.244526441,9.309113848,9.026401148
YCR060W,8.284017987,8.62398505,8.537054529,8.625174266,8.306393114
YCR061W,9.548123865,9.03316699,8.744045324,8.21774453,6.779591815
YCR063W,7.558427612,7.906856271,8.231777819,7.968563673,8.416430545
YCR065W,8.543375603,8.870173038,9.068882452,8.807930336,8.810371022
YCR066W,7.335117717,7.193707983,7.109587721,7.185417442,7.282485779
YCR067C,9.001578726,9.131735531,9.142613263,9.265674473,9.400046469
YCR068W,7.539364423,6.864141184,7.015027048,6.830893199,7.107156947
YCR069W,10.90833056,10.13835412,10.34626546,10.42104629,11.14789814
YCR071C,9.925143955,10.62397873,10.74606445,10.68526962,10.63538731
YCR072C,8.295250715,8.786944798,8.705410535,8.457496873,8.878573822
YCR073C,7.434595029,7.747615537,7.837392745,8.082078,8.818832835
YCR073W-A,11.26376998,11.02346925,11.08232467,11.18449118,11.32297384
YCR075C,7.604209898,7.702984892,7.768384745,7.684721387,7.796838343
YCR075W-A,9.189053993,9.227954446,9.312460368,9.220818381,9.400893385
YCR076C,9.935494269,9.344614754,9.260931751,9.394816716,9.110687257
YCR077C,9.962617107,10.20155695,10.22138252,10.12014727,10.30439297
YCR079W,9.579704148,9.065005409,9.148500655,9.235250617,9.009823994
YCR081W,7.610754398,7.699728276,7.606535497,7.50362471,7.717711049
YCR082W,11.10818285,11.34953753,11.2445869,11.19103964,11.25974917
YCR083W,9.774973012,9.602954997,9.869782729,9.553939462,9.751102843
YCR084C,10.98666876,11.1263002,11.15950374,11.11184425,11.14327159
YCR086W,9.739321017,9.637144244,9.627737332,9.660099723,9.369720044
YCR087C-A,8.208505044,9.15743747,8.84813133,8.746220048,8.815072969
YCR088W,10.32827059,10.19914853,10.20511963,10.35832391,10.38223955
YCR089W,8.6731351,9.61980277,9.319196104,9.158751526,7.596867647
YCR090C,8.397448353,8.988317795,8.766653682,8.495283843,9.10045549
YCR091W,8.184144117,7.683669061,7.641486251,7.649136334,8.070082169
YCR092C,6.674075388,7.064213419,7.08091386,7.009842676,7.239941408
YCR093W,10.19928002,10.18780648,10.1437651,10.27260545,10.22033829
YCR094W,8.914525115,8.963697682,8.959058714,8.806380625,8.982664596
YCR095C,7.214895097,7.071085485,6.986154486,7.078418636,7.090366119
YCR096C,10.69552013,11.04783151,11.16300404,11.26954274,10.29958199
YCR097W,3.98354171,3.862219256,3.905317788,3.837470568,3.888985
YCR098C,6.184954626,6.008027798,6.207252777,6.155221826,6.193868854
YCR099C,5.044381147,5.18721681,4.934692369,4.932350763,4.856768575
YCR100C,5.178709287,5.316432604,5.181212706,5.089675422,5.069988044
YCR101C,4.327957116,4.477676836,4.320992553,4.251171142,4.311947054
YCR102C,6.614684748,6.433247706,6.841116244,7.51716957,8.788873717
YCR104W,9.021821677,5.971784254,6.283466404,6.362464625,10.44540232
YCR105W,3.963485959,3.9913277,4.066193748,4.148815808,4.008442175
YCR106W,3.960366516,3.941005888,3.978367391,4.144962755,3.992910089
YCR107W,4.027623677,4.225994922,4.158287718,4.194979664,4.250991966
YCR108C,5.824774933,5.412630596,5.56386731,5.81482643,5.649040872
YDL001W,8.32125367,8.29585229,8.172717931,8.141923225,8.243743457
YDL002C,8.495557944,8.52646627,8.453301695,8.294718565,8.593764786
YDL003W,8.612070192,8.909751384,8.905656511,9.049910517,9.114299223
YDL004W,12.85979858,13.21357334,13.29565848,13.18205631,12.84561043
YDL005C,8.861815246,8.756274199,8.689830527,8.751956568,8.63243925
YDL006W,7.663695881,7.638119042,7.710812033,7.7742182,7.798847429
YDL007W,11.3597401,10.94475433,11.11818184,11.19928907,11.29806404
YDL008W,10.03557764,10.25711662,10.19267847,10.15327049,9.863553958
YDL010W,9.942033769,9.559551147,9.479662492,9.336749195,9.728521456
YDL012C,10.14006865,10.31786192,10.25744781,10.22860074,10.06889445
YDL013W,8.692974615,8.498763879,8.554802482,8.609807329,8.686050308
YDL014W,10.79451418,11.55865711,11.50758257,11.31013572,11.52522243
YDL015C,10.57810697,10.90961029,10.82767946,10.58134722,10.9793966
YDL017W,8.030867149,8.2884212,8.271332829,8.154025325,8.037031844
