,con20.9%,con2.8%,con1%,con0.5%,con0%
YER080W,9.820363231,9.793121631,9.870184754,9.800915835,9.532161879
YER081W,9.510493434,10.29861304,9.823152749,9.387809809,11.25689793
YER082C,8.915585645,9.072876236,8.920354325,8.818294784,8.770387071
YER083C,9.666475803,9.737325779,9.754117702,9.755717428,9.708416839
YER085C,4.687849565,4.540533475,4.424721063,4.608811954,4.664167006
YER086W,10.96052153,11.0459725,10.96752735,10.95789712,11.17248966
YER087C-B,10.25333185,10.49418707,10.436165,10.51434718,10.74889368
YER087W,8.34136416,8.818987749,9.000936476,8.969133639,8.812707653
YER088C,10.30650599,9.578964679,9.668874215,9.870749211,9.555313176
YER089C,10.51975556,10.3789185,10.47496987,10.60326193,10.57381815
YER090W,10.49370106,10.30379745,10.39021443,10.51153116,10.69376248
YER091C,12.94021566,13.42776486,13.41277183,13.34045929,13.46251367
YER092W,9.561571811,9.997263106,9.927142971,9.954070227,10.04189465
YER093C,8.68769589,8.664032531,8.657008748,8.724993182,8.546114781
YER093C-A,9.141811629,9.357968833,9.290370891,9.210449833,9.099685654
YER094C,12.11240845,12.0143389,12.16800553,12.18805903,12.37127059
YER095W,10.14398602,9.912723084,9.92635962,9.818667715,9.902969167
YER096W,8.749816925,6.637467517,6.798361456,6.917870233,5.772044764
YER098W,6.319870418,6.543153018,6.563885294,6.594400587,6.681121337
YER099C,9.035906787,9.477149252,9.571066548,9.527461146,9.636115417
YER100W,9.717269058,9.7179261,9.694274455,9.575705527,9.980160965
YER101C,8.492146094,7.8643027,8.075031425,8.180512337,7.835649276
YER102W,12.66749425,13.0830255,12.94416293,12.78076543,13.1665071
YER103W,12.24537126,9.099728685,9.819711596,9.875453315,8.639092646
YER104W,7.595306094,7.600727338,7.468193881,7.633724266,8.08765003
YER105C,9.391327147,9.684900423,9.641260404,9.782384864,9.920514395
YER106W,6.084070278,5.707998571,5.916556001,5.928374725,6.836471522
YER107C,9.284543299,9.15433374,9.117603693,9.072802972,9.151492207
YER109C,7.988320617,8.141698446,8.223656051,8.228221518,8.656407699
YER110C,9.600690077,10.28447029,10.09815533,9.925409559,10.16418176
YER111C,7.215580229,7.109616278,7.394399,7.299091883,7.527447993
YER112W,9.876124571,9.653465023,9.579302326,9.586316216,9.910521434
YER113C,7.963881362,8.447715856,8.388196436,8.189985901,8.314687835
YER114C,9.256866595,9.153261453,9.160866814,9.227938984,9.316616682
YER115C,8.597419188,8.232705669,8.332755893,8.616902005,8.398529363
YER116C,7.52453941,6.781348071,7.014520756,7.046375818,7.037159418
YER117W,12.28451981,12.72337876,12.6093086,12.52864023,12.74098716
YER118C,9.557296722,9.829049286,9.630514791,9.581617001,9.410486128
YER119C,10.27157249,9.892478878,10.06872869,10.03703841,9.461094979
YER120W,11.9458003,11.95946908,11.99974868,11.99025745,12.13363442
YER122C,9.94107586,10.08277319,10.19150459,10.15821784,10.35475555
YER123W,8.34558369,8.664543059,8.556747939,8.418471738,8.318101805
YER124C,7.498210154,8.209485083,8.978037797,8.873667353,9.511961167
YER125W,9.983494766,10.27641372,10.3604172,10.16314428,10.35740989
YER126C,9.641923319,10.32204631,10.1377611,9.992943298,10.0787452
YER127W,8.591805545,9.117589294,9.016440037,9.058694268,9.218188322
YER128W,8.56616206,8.236735261,8.072930684,8.059904854,7.942373175
YER129W,6.989471652,7.132520547,7.26693647,7.292783721,7.315317737
YER130C,7.308520279,7.566321016,7.534445331,7.556559518,7.588948847
YER131W,11.5733815,12.39430354,12.22479653,12.13588449,12.39701535
YER132C,8.75020958,8.520964806,8.628680705,8.756141161,8.528415237
YER133W,10.60404125,10.70034609,10.84704729,10.68476352,10.91163112
YER134C,8.786771112,9.407737722,9.414979384,9.235814308,9.617300667
YER136W,11.02341949,10.78991962,10.75049717,10.54734272,11.23681009
YER137C,8.181622463,8.199335271,8.100260021,8.139574006,8.439494407
YER138W-A,12.55632864,12.88423659,12.81017608,13.08922124,12.42898576
YER139C,7.963231281,8.112479347,7.987676381,7.756467537,8.058658721
YER140W,8.134709677,8.384105776,8.167939907,8.213139682,8.086870796
YER141W,10.29448236,10.52590613,10.93387049,10.84136788,10.3833629
YER142C,9.833734808,9.479132773,9.457269735,9.35792817,9.335354641
YER143W,9.962317417,9.468486819,9.383480968,9.561101294,9.318208969
YER144C,9.020394801,8.553843733,8.383108764,8.469285509,8.23918637
YER145C,9.855476305,11.82292989,11.72278143,11.90641436,11.85917065
YER146W,9.804019075,10.53839325,10.65734037,10.82086717,11.02911025
YER147C,9.558771942,9.23095644,9.22687809,9.37694781,9.010284273
YER148W,10.52884769,10.85328913,10.85790822,10.80698083,10.9639697
YER149C,9.122058443,9.121622202,9.11555468,9.30964164,9.473188298
YER150W,10.85681283,10.17319842,10.47163477,10.3974923,9.74358444
YER151C,9.629100586,9.686558924,9.725360448,9.820320075,9.935369162
YER152C,10.17647199,10.17560737,10.32765814,10.46871043,10.52179083
YER153C,7.555932549,7.384477853,7.48233352,7.367241393,7.662715832
YER154W,9.611295244,9.848753816,10.0350066,9.914138198,9.99339434
YER155C,8.910419931,9.413847575,9.463834704,9.576035629,9.183788915
YER156C,9.795162204,10.30789649,10.21753027,10.28043445,10.27614197
YER157W,6.889733864,7.106455656,7.168637177,7.0893682,7.56672306
YER158C,9.817760174,9.964406776,10.50852985,10.73747445,10.51068124
YER159C,11.32014467,10.86786593,10.96329798,11.17813037,11.52639434
YER161C,8.514261988,8.744607086,8.790017186,8.800792311,8.8990605
YER162C,8.189149226,7.559145732,7.829446945,7.868159353,7.409493862
YER163C,8.502066841,8.976877605,8.974670664,9.074932164,9.315561995
YER164W,9.790156666,9.774020274,9.81353712,9.905101474,9.708172545
YER165W,12.59068852,12.77156022,12.79725286,12.72845933,12.77419983
YER166W,10.32488727,10.13683631,10.28212447,10.56074985,10.26760115
YER167W,10.22628231,9.790586457,9.771414302,9.900042123,9.885366511
YER168C,8.522142314,8.674017676,8.640881737,8.516059433,8.771659457
YER169W,9.108224719,8.507579676,8.646269707,8.84800096,8.915394374
YER170W,8.2560191,8.36376443,8.436705342,8.114928088,8.219887131
YER171W,8.06536681,8.292581851,8.195158384,8.115779038,8.265408024
YER172C,8.738867489,9.084810794,9.140551543,9.161888732,9.137061765
YER173W,8.434052267,7.887839156,8.002104765,7.982575438,8.045476345
YER174C,9.457774408,9.257071726,9.051848054,8.889178586,8.841593436
YER175C,9.482464582,8.517966607,8.869974588,9.108455647,8.251534879
YER175W-A,3.87025302,3.797245812,3.733403734,3.784133547,3.797221763
YER176W,8.72351003,8.674666531,8.577461556,8.775420242,8.882441494
YER177W,13.29558696,13.11296309,13.20884593,13.24363135,13.30349199
YER178W,12.93804013,12.90330964,13.00179613,12.94731747,13.02150756
YER179W,7.67901044,6.396471664,6.11204723,6.094984621,6.159446617
YER180C,7.298451834,7.070170617,7.153712118,7.321816491,7.520944448
YER180C-A,4.042409411,4.162874267,4.07192391,4.088284778,4.274801318
YER182W,9.760178168,9.581418099,9.819826465,9.843075227,9.518627922
YER183C,8.655867835,8.946043012,8.805105757,8.65832725,9.139862784
YER184C,5.647116068,5.543871624,5.342883572,5.475694543,5.245675028
YER185W,6.525007969,5.904962415,5.872064737,5.829324051,5.80790888
YER186C,8.349868508,9.039217606,8.989376371,9.042808005,8.658643375
YER187W,5.95919587,7.498792921,7.392727878,7.616884369,7.778359376
YER188C-A,7.462846371,6.546922026,6.782077075,6.818999273,7.227887232
YFL001W,7.697039622,8.062110754,8.00328435,8.03500118,8.159935865
YFL002C,8.154561339,8.755018535,8.486072466,8.447178589,8.665146068
YFL003C,4.909312364,4.809709084,4.894111776,5.112801062,5.152735317
YFL004W,9.876553416,10.29316647,10.30685886,10.26496053,9.874577744
YFL005W,10.50919517,10.80045714,10.78368785,10.78245867,10.98751905
YFL007W,10.66378534,9.984279835,10.0034877,10.2742067,10.01710897
YFL008W,9.57292071,9.483479846,9.473691297,9.62831044,9.072330301
YFL009W,8.616595469,8.849504149,8.900613279,8.936665406,8.982238202
YFL010C,9.498238867,9.786879491,9.560909266,9.58773532,9.88453538
YFL010W-A,4.904732674,4.604303655,4.7079801,4.961370602,4.770506303
YFL011W,5.972221439,8.224810147,7.72004549,7.411787918,7.131877345
YFL012W,4.768997458,5.096294793,5.272412476,5.427580673,5.641016439
YFL013C,9.882100519,9.611687938,9.728389528,9.819415043,9.727698761
YFL014W,14.38903243,13.51451035,14.14609547,14.2264489,13.35654429
YFL016C,11.07558357,10.35877344,10.86204061,10.95522608,10.53081269
YFL017C,9.444573935,10.01089478,9.934301238,10.01774847,9.806660433
YFL017W-A,9.51538849,10.05375033,10.04756851,9.999320859,10.09758186
YFL018C,12.85554289,12.9412159,13.04716141,13.07614675,12.612667
YFL020C,8.182870809,6.473075352,6.777995178,7.167481144,9.496837921
YFL021W,10.0024082,10.32134103,10.52867067,10.35687735,9.037029999
YFL022C,10.62974586,11.01001013,10.97936459,11.11328159,11.15003413
YFL023W,8.064373966,8.097104614,8.108691708,8.289443896,8.371275605
YFL024C,10.37479406,9.351560173,9.475523775,9.347423008,9.605474905
YFL025C,8.549312272,8.941123049,8.947032534,8.758263934,9.091073579
YFL026W,7.485290623,7.322262593,7.064439197,6.943741144,6.822700635
YFL027C,8.188690477,8.363171484,8.264363834,8.319149666,8.4254817
YFL028C,9.546602309,9.688792486,9.570776303,9.591967776,9.584356427
YFL029C,8.528033471,8.229792206,8.276536364,8.435441974,8.139671575
YFL030W,12.6639574,12.97552794,13.13264532,13.12537026,10.24734683
YFL031W,10.29436324,11.00771909,11.12034082,11.122004,11.40861769
YFL033C,8.629644014,8.284088045,8.622406572,8.854640814,8.539704218
YFL034C-A,11.0603298,11.37325135,11.29589569,11.30913329,11.33108317
YFL034C-B,8.703847892,8.826209507,8.788436307,8.670669485,8.943763969
YFL034W,8.505853989,8.269888013,8.232421495,8.444811986,8.372475815
YFL036W,10.0145755,10.1520396,10.21662079,10.20858818,10.04383079
YFL037W,11.28493513,11.45155829,11.4695902,11.35568844,11.54489715
YFL038C,12.34131452,12.23800459,12.23410483,12.25507179,12.23033244
YFL039C,13.65226987,13.58667854,13.65014057,13.63020891,13.64385639
YFL040W,4.729774901,4.546741142,4.425525649,4.509227478,4.439984814
YFL041W,9.742585368,10.15585722,10.17109589,10.09577648,9.577230349
YFL041W-A,7.820980108,7.337778776,7.340365419,7.381581707,7.616113704
YFL042C,9.908778335,9.209161417,9.337802441,9.528790909,9.809706935
YFL044C,9.85186828,9.620441366,9.642454965,9.558125306,9.840607341
YFL045C,11.15633652,11.37026515,11.34294063,11.33214137,11.28700028
YFL046W,9.468563735,9.171841176,8.973689783,8.988906265,9.13256964
YFL047W,8.509693768,8.908912996,8.93934898,8.919989527,8.777968209
YFL048C,7.951439902,7.947610533,7.932124475,7.901157972,7.943154389
YFL049W,9.147554543,9.065497173,9.153270386,9.188302703,9.080094893
YFL050C,6.383268868,6.38927557,6.602610383,6.870532307,6.522607277
YFL051C,4.608785249,4.380268973,4.374635764,4.436386676,4.679086041
YFL052W,5.901890103,7.236934042,6.935235591,6.725702933,8.40400252
YFL053W,6.91276015,5.052093388,4.980714751,5.099907389,5.270555909
YFL054C,10.04136896,9.749100723,9.823737291,9.907942394,9.523519921
YFL055W,7.650240652,7.000824005,6.867343069,6.590912557,6.280588671
YFL056C,6.013244113,6.090750411,6.058937046,5.755181206,5.818831861
YFL059W,9.775532655,10.26081384,10.25655295,10.16800722,8.604470911
YFL060C,8.782255688,9.382638654,9.244142443,9.381504055,8.704457592
YFL061W,9.055036835,6.789752877,5.627624838,5.742558858,5.310453018
YFL062W,10.61956253,10.74848207,10.97034632,10.93868599,11.35875911
YFL064C,6.195853383,6.494130947,6.614439761,6.711811577,6.987847832
YFL065C,8.102141861,9.030940569,9.061966547,8.916309983,9.385737488
YFL067W,11.77668502,9.953756051,10.47890941,10.84390281,10.2558729
YFL068W,9.473331163,8.432967874,8.812184111,9.219756738,8.877798769
YFR001W,9.766461422,9.816703169,9.395709745,9.233071362,9.433136884
YFR002W,9.43833751,9.691137331,9.702542061,9.597605494,9.763083896
YFR003C,9.137789335,8.642108789,8.735957452,8.746188218,8.878495524
YFR004W,11.05802781,11.00507258,11.00819367,10.9342987,11.21973968
YFR005C,7.270464934,7.873224583,7.805931855,7.866422807,7.994561222
YFR006W,9.739516606,10.0268738,10.11174441,10.15540623,9.942393964
YFR007W,8.767197768,8.729657366,8.846700666,8.813912251,9.093814944
YFR008W,6.624098708,6.199257107,6.180113751,6.016312352,6.205677798
YFR009W,9.369134935,9.932249933,9.778800512,9.791271267,10.00307145
YFR010W,10.67778315,10.45748335,10.59893459,10.54594959,10.58264373
YFR011C,10.03083633,11.01651912,11.05182976,10.91853295,10.51281823
YFR012W,4.622972291,4.487095286,4.507606436,4.367446016,4.494497264
YFR012W-A,5.421195475,5.324527457,5.344962874,5.41642079,5.383787421
YFR013W,8.109953941,8.038537072,8.056231047,7.995319022,8.020644307
YFR014C,8.760273096,8.732183628,8.833055514,8.766711757,10.03517043
YFR015C,9.306425711,10.08349779,10.10397881,9.963693435,10.77710223
YFR016C,9.315375861,9.112096455,9.114039621,9.314732608,9.089986073
YFR017C,10.65065304,9.974118202,10.12420254,10.38353091,10.09420826
YFR018C,10.67604308,10.58922511,10.73573783,10.87959117,10.96606797
YFR019W,9.28181058,9.081018362,9.291097864,9.355794723,9.371639969
YFR021W,8.528901534,8.31182023,8.239475014,8.458899178,8.349143553
YFR022W,6.542996117,6.664763831,6.679424097,6.801966948,6.907981857
YFR023W,5.714807834,5.902591154,6.031019239,6.070123753,6.009074644
YFR024C-A,10.85290722,10.56513944,10.66840286,10.68820483,11.06621953
YFR025C,8.559316593,8.682991085,8.713514737,8.713104596,8.742907882
YFR026C,6.625841453,6.641168531,6.84290623,6.989485712,6.90586429
YFR027W,7.978909599,7.932808969,7.980584797,8.14106195,7.920275906
YFR028C,9.537235143,9.563525088,9.528674873,9.637886098,9.616455664
YFR029W,8.813822323,8.590984241,8.437499093,8.868718567,8.561259452
YFR030W,11.59924508,11.80528156,11.98158351,12.06053459,11.82758034
YFR031C,9.181678654,9.353400436,9.375433826,9.504314862,9.649274305
YFR031C-A,12.7680973,13.06356523,12.97900913,13.00231812,13.07115985
YFR032C,6.940340459,5.250367644,5.5214235,5.430002717,5.771513265
YFR032C-A,12.76710731,13.10254589,12.92032135,12.9128474,13.18855726
YFR032C-B,4.59278099,4.137312677,4.201624611,4.359625138,4.587711
YFR033C,12.91513404,13.11632087,13.21069392,13.30112201,12.2614141
YFR034C,9.790979423,10.12302169,10.17882275,9.958155798,9.840783792
YFR035C,5.763486433,5.967694151,6.016712301,6.116707122,5.676924327
YFR036W,8.561271214,8.302741111,8.324243889,8.427566958,8.568361643
YFR037C,11.42096383,11.2123145,11.31801262,11.50350274,11.42057709
YFR038W,7.554192175,7.923558369,7.8581931,8.075407623,7.789630341
YFR039C,8.164181747,8.094815611,7.920653851,7.894704949,8.148706853
YFR040W,9.071687172,9.617041188,9.66312335,9.640646747,9.319936184
YFR041C,8.927241558,8.978251704,8.627216888,8.578201088,8.711429074
YFR042W,8.391693924,8.604387926,8.546644156,8.419658076,8.815276581
YFR043C,9.337263318,9.435816991,9.310659384,9.257310172,8.798820143
YFR044C,11.82558171,11.93276257,12.07747208,12.07609247,12.13358594
YFR045W,9.113305772,8.798881898,8.850961666,8.915713848,8.735241433
YFR046C,8.409228512,8.198098527,8.194125314,8.168827322,8.266008929
YFR047C,10.73292412,11.22073539,11.18311671,11.31375856,11.60606297
YFR048W,8.873049646,9.141389868,9.114112929,9.106645228,9.248720505
YFR049W,11.4002235,11.89499665,11.94154248,11.95502305,11.19345695
YFR050C,11.91268453,11.81683156,11.85957859,11.81437148,11.9977261
YFR051C,10.71580098,10.67602841,10.70222759,10.74649465,11.03964534
YFR052W,10.79827414,10.72236006,10.69631094,10.56486176,10.86657445
YFR053C,13.20756965,13.65941203,13.74764622,13.73971571,13.95425837
YFR055W,5.854634694,6.903025326,7.183425607,6.996651219,7.473487863
YFR057W,4.159254478,4.02593551,3.910559712,3.96175813,4.026449408
YGL001C,10.02078092,10.38743831,10.42332047,10.28434243,11.92386716
YGL002W,7.425421822,7.542266079,7.458447014,7.287944622,7.564162293
YGL003C,8.439893682,8.461483455,8.403408659,8.410031539,8.454778853
YGL004C,8.938733655,8.693221145,8.663046829,8.686019704,8.828757859
YGL005C,8.317374561,8.404577828,8.243168581,8.072067174,8.411530977
YGL006W,10.32534446,10.10137362,10.20303505,10.27358876,10.77315881
YGL006W-A,4.209912709,3.996776996,4.084151041,4.15698492,3.929169178
YGL007C-A,8.621265087,7.356848393,7.368946673,7.341213078,7.192558731
YGL008C,12.48497815,12.89043443,13.0292271,13.00223385,12.97816818
YGL009C,11.48305268,11.59113079,11.4368475,11.20663641,11.44784651
YGL010W,9.065072777,8.453742001,8.387268134,8.319676558,8.390517375
YGL011C,11.54851118,11.58469615,11.62938201,11.49998328,11.86050529
YGL012W,10.51255154,10.93954164,10.96548074,11.1868839,12.19405019
YGL013C,10.20888819,10.13603862,10.19434623,10.39051754,10.19513375
YGL014W,9.980107695,10.20792033,10.25446547,10.19841932,10.05672113
YGL015C,4.618914773,4.329201405,4.422831117,4.480243876,4.544681576
YGL016W,6.994594882,7.784188078,7.794811264,7.621920115,7.85115307
YGL017W,7.806113897,7.511157345,7.420048936,7.521590164,8.041365103
YGL018C,8.855677394,8.800944134,8.897173316,9.07510483,9.208818661
YGL019W,10.05076342,10.24312723,10.18308544,10.32533639,10.1886751
YGL020C,9.142090692,9.286401376,9.174704359,9.14464938,9.384081446
YGL021W,8.465935401,8.959156437,9.105641797,9.16138094,9.667511236
YGL022W,10.40122168,10.41900821,10.34190619,10.43561621,10.80750933
YGL023C,10.27008305,9.999384866,10.05369096,10.22037349,9.936092861
YGL025C,9.336411646,8.99142522,9.048310827,9.217209735,8.960385265
YGL026C,11.88036357,11.56571098,11.6711194,11.77644479,11.70327964
YGL027C,8.687063542,8.842919968,8.859947507,8.885542435,9.256122493
YGL028C,9.511710283,10.17245539,10.62550923,10.52327475,10.85570101
YGL029W,8.367211088,8.588574645,8.395120379,8.448275675,8.390749522
YGL030W,13.2915447,13.69219108,13.62708564,13.51754739,13.73184252
YGL031C,12.77788736,13.11828278,12.96761765,12.85939899,13.04611006
YGL032C,7.204021148,6.937387825,7.087018431,6.931384204,5.76093895
YGL033W,4.633273352,4.342035846,4.336561802,4.335569251,4.585666466
YGL035C,10.47549597,9.815902068,9.735320822,9.947359645,10.09497276
YGL036W,9.621457883,8.660058364,8.828286288,8.972340373,8.873303922
YGL037C,13.00787015,11.74268164,12.21053068,12.23510174,12.3658449
YGL038C,9.570417829,9.155751027,9.375118423,9.427420609,9.163479953
YGL039W,7.862373632,8.677286839,8.645148131,8.739480396,9.842554055
YGL040C,10.2585546,10.9696818,11.23002086,11.19815951,11.15255582
YGL041C-B,4.520263535,4.291636353,4.367409807,4.209562946,4.371448215
YGL043W,9.433512857,9.268655062,9.285654734,9.271121343,9.518447749
YGL044C,8.721345419,8.61224955,8.762836104,8.708832393,8.592462308
YGL045W,9.017271487,8.305707879,8.397546557,8.632300724,8.370599297
YGL047W,9.079098997,8.610080723,8.559165443,8.651164275,8.715371928
YGL048C,12.07638432,11.82991087,11.85159865,11.89591082,11.95505356
YGL049C,8.200003197,8.644592686,8.604237998,8.550282096,8.993728271
YGL050W,8.030968669,8.529689172,8.323954107,8.256555228,8.375857806
YGL051W,5.074474186,4.601317033,4.575600732,4.455491106,4.516393964
YGL053W,8.917312265,8.804977929,8.765299724,8.535669008,8.24514658
YGL054C,9.873389243,10.15884692,10.21801628,9.646789346,10.12801577
YGL055W,12.91015733,12.92014395,13.22186071,13.31480503,13.11923528
YGL056C,10.10872229,9.966350029,10.07202479,9.987531763,9.717035468
YGL057C,8.956389995,8.879888192,9.090352827,8.958474077,8.295886206
YGL058W,9.412443434,9.634850775,9.581267445,9.308643668,9.571683521
YGL059W,9.104506898,8.254861574,8.227010254,8.567704262,8.10326564
YGL060W,8.589542223,8.775355513,8.704585647,8.494195975,8.438693972
YGL061C,8.78929427,8.889292591,8.779032175,8.997969769,8.706255323
YGL062W,12.43379532,13.11642636,13.23647249,13.26242901,13.68417766
YGL063W,7.706253032,7.875977881,7.945726528,8.018207073,7.20749515
YGL064C,7.818376334,8.11379862,8.23008529,8.312723343,8.231899767
YGL065C,8.835303762,9.061392308,8.963769399,8.904275063,9.152707104
YGL066W,9.533212503,8.94051641,9.155520282,9.312091852,9.167449885
YGL067W,9.371252037,9.756577064,9.764719449,9.755046436,9.929972971
YGL068W,9.43233161,10.22540241,10.41361968,10.33639207,10.26195057
YGL070C,8.296399747,9.058898043,8.94834054,8.726674042,9.004117453
YGL071W,8.049866735,8.939826601,8.866736597,8.956691937,9.340558595
YGL073W,10.29627919,9.924850026,10.09773806,10.58455784,10.04889301
YGL075C,6.519913816,6.528787465,6.597721889,6.488404725,6.497792593
YGL076C,13.45382888,13.7003306,13.60677153,13.5385778,13.63051161
YGL077C,10.52972627,11.37896822,11.41417266,11.20956734,10.72404756
YGL078C,9.404639565,10.13959249,10.08722044,10.04595455,9.855837748
YGL079W,9.259651579,9.180488756,9.060039026,9.063213348,9.016256203
YGL080W,11.14564268,10.49503409,10.11880498,9.633600013,9.908601522
YGL081W,8.198084277,7.572592918,7.496229519,7.52095138,6.663371291
YGL082W,9.323926404,9.320045843,9.384329941,9.207343892,9.469050016
YGL083W,7.714618945,7.832240931,7.873887901,8.004967781,7.927465363
YGL084C,9.202228091,9.48920485,9.580865112,9.434752434,9.311309155
YGL085W,8.381682233,8.49547033,8.460391687,8.490459694,8.301783984
YGL086W,8.446035561,8.472634714,8.372298166,8.532420817,8.557854543
YGL087C,9.995010176,9.920520561,9.932927382,9.959451012,10.024736
YGL089C,8.806115332,13.06280541,12.93804445,12.63000956,6.49123878
YGL090W,5.581343203,5.918834758,5.774689228,5.86396574,5.751583155
YGL091C,8.876697073,8.982011642,8.93683215,8.949593717,8.931860351
YGL092W,9.753320213,10.51844613,10.35511447,10.34392721,10.42462688
YGL093W,9.36798056,9.326179826,9.309032577,9.45282069,9.693059381
YGL094C,9.39877316,9.377755193,9.509155839,9.650112826,9.724155612
YGL095C,8.358183119,8.292478637,8.245366627,8.325166367,8.163182118
YGL096W,10.48503646,9.31724994,9.797941623,10.13741911,10.29890699
YGL097W,9.113501632,9.752239679,9.909549159,10.01869573,10.27607975
YGL098W,7.801852804,7.726360683,7.518376121,7.306504853,7.37315677
YGL099W,9.285639857,9.468550041,9.34442966,9.261981485,9.356763514
YGL100W,9.469391192,9.75845739,9.6785008,9.615518684,9.672648913
YGL101W,7.620063585,8.190032261,8.036504505,7.627718049,6.163216108
YGL103W,13.11388705,13.32302378,13.24253236,13.26431109,13.3332014
YGL104C,8.07732787,7.438801451,7.659089269,7.665698188,8.006809497
YGL105W,11.7372844,12.07579504,11.9874809,11.84329557,11.8174994
YGL106W,10.60446103,10.967622,10.91583095,10.90330813,10.80479517
YGL107C,9.418888942,9.825610057,9.946324504,9.950215798,9.884415347
YGL108C,8.982758508,8.962443348,8.840787314,8.728548192,8.853770629
YGL110C,8.453519295,8.506899905,8.429273892,8.494064474,8.345011675
YGL111W,9.326095008,9.729392562,9.424542538,9.419033813,9.458224449
YGL112C,9.034577662,9.285290123,9.304525692,9.243039659,9.413172672
YGL113W,7.162439281,7.023692258,7.003260919,6.917337632,6.750577124
YGL114W,9.324187383,9.271891596,9.163806184,9.253645707,8.977747063
YGL115W,9.1958922,9.659395888,9.637860407,9.611608548,9.607731384
YGL116W,8.892788573,9.078225774,9.329830451,9.298764574,9.242767818
YGL117W,10.23199623,9.324034479,9.688834562,10.21753153,9.861978171
YGL119W,8.979301675,8.99553933,9.054500376,9.06636817,9.289301078
YGL120C,9.271633802,9.740970528,9.735746603,9.623683965,9.926348795
YGL121C,11.11717586,10.63789655,10.97076215,11.179484,10.08112306
YGL122C,10.83033569,10.58831978,10.63459736,10.61280075,10.78810877
YGL123W,13.28728055,13.36638912,13.28207115,13.26293536,13.37977407
YGL124C,8.019299035,7.58704947,7.521693827,7.550457292,8.005222479
YGL125W,10.81142571,10.70485596,10.8708106,10.50727143,10.88890728
YGL126W,9.415961357,9.259750297,9.451364913,9.567170963,9.576085025
YGL127C,8.659690704,8.581505901,8.592233899,8.705202644,8.633894248
YGL128C,8.793993392,8.188124508,8.257714167,8.287749734,8.18769849
YGL129C,9.132931503,9.852499109,9.883439434,9.777076648,9.567327938
YGL130W,8.460910089,8.308316725,8.283058856,8.249110535,8.260997445
YGL131C,7.85747637,7.989274398,7.762869817,7.623868483,7.691376467
YGL133W,8.97439527,8.779301499,8.796811112,8.948619619,8.816615648
YGL134W,8.801059228,8.533553083,8.410619821,8.490967859,8.136870139
YGL135W,13.21958944,13.4854973,13.36728287,13.3802849,13.52896341
YGL136C,8.312932119,8.365753082,8.355815723,8.248991056,8.350564796
YGL137W,10.79909235,10.91766486,10.92130377,11.00291298,11.32921397
YGL138C,4.521537527,4.15140514,4.070135401,4.103597458,4.190653224
YGL139W,8.777062106,8.801448532,8.863011421,8.749467006,8.533147045
YGL140C,8.735653722,9.086308895,8.974206616,8.888450434,8.821156036
YGL141W,9.453522112,9.150305006,9.256826338,9.384770664,9.378320024
YGL142C,8.331974197,8.136121231,8.150676289,8.062731111,8.117810172
YGL143C,8.942696681,9.578542751,9.696785687,9.750769383,9.532727091
YGL144C,7.57788631,7.137047592,7.021602556,7.068804461,7.391759617
YGL145W,8.322058491,8.273007489,8.230127218,8.171761124,8.425118101
YGL146C,7.304389177,8.044449914,7.786195809,7.793254909,7.322141483
YGL147C,10.85588787,11.55760488,11.33461438,11.11618917,11.46230271
YGL148W,11.06233133,10.92315264,11.01250292,11.10617073,11.21037527
YGL150C,9.519521303,9.3655297,9.408227664,9.447402745,9.500370729
YGL151W,7.922481397,8.000107469,7.92553964,7.907013846,8.13109245
YGL153W,10.29840971,9.930867602,9.70824638,9.723934322,9.646977756
YGL154C,8.533104622,8.055606178,8.037947889,8.01958025,8.144640411
YGL155W,7.747385382,8.115331557,8.10444108,8.078836431,8.06877025
YGL156W,11.35431207,9.824424881,10.1947355,10.33800124,10.5461036
YGL157W,6.194105508,5.493061914,5.676858034,5.796981168,6.3988523
YGL158W,4.275798822,4.019269407,4.055138295,4.089923357,4.36880986
YGL159W,7.286967132,7.802585155,7.650938318,7.595459926,7.642174683
YGL160W,8.705902496,8.519417956,8.503787802,8.410466225,7.531099494
YGL161C,10.6392031,10.84486397,10.87635197,10.91908498,10.8853502
YGL162W,8.003342318,9.317653513,7.858168878,7.777387637,10.03666046
YGL163C,8.380105371,8.357360253,8.371530124,8.46888302,8.676541485
YGL164C,9.371558053,9.323531285,9.326337116,9.280066411,9.180073088
YGL166W,8.622279973,8.181088862,8.056046944,8.258953507,8.367004262
YGL167C,9.894280238,9.85002202,9.834700308,9.778962858,10.21023131
YGL168W,4.552400604,4.553757,4.452062305,4.524346441,4.705754202
YGL169W,7.752111143,8.097737448,8.068575474,7.942547021,8.116270822
YGL170C,3.944080711,4.06247914,4.067780741,4.015416889,4.053048935
YGL171W,8.036542034,8.848502379,8.680387348,8.509233259,8.402151788
YGL172W,10.25098416,10.16082573,10.21766909,10.24451335,10.50084208
YGL173C,10.83776082,10.79160228,10.87142638,11.14031128,10.99543489
YGL174W,8.317749001,8.034630387,7.691118647,7.71504008,7.772959531
YGL175C,5.116218491,5.147847402,5.198392048,5.021141863,5.346225287
YGL176C,8.540066526,8.491915916,8.517213029,8.519463054,8.469191033
YGL178W,10.31099217,10.10468603,10.25492366,10.17875477,9.996221359
YGL179C,7.253496069,7.495540382,7.365119705,7.382631138,8.594453705
